RecordName,Simulation,Oracles,MISC,E2E,RetryNo
Generation46_Scenario40,11.24,1.45,1.63,14.31,1
Generation46_Scenario41,11.22,1.44,1.62,14.29,1
Generation46_Scenario42,11.22,1.39,1.90,14.51,1
Generation46_Scenario43,11.23,1.43,2.06,14.72,1
Generation46_Scenario44,11.19,1.54,1.56,14.29,1
Generation46_Scenario45,11.21,1.44,2.39,15.04,1
Generation46_Scenario46,11.24,1.45,1.89,14.58,1
Generation46_Scenario47,11.22,1.41,1.98,14.60,1
Generation46_Scenario48,11.22,1.46,2.05,14.73,1
Generation46_Scenario49,11.27,1.47,2.66,15.40,1
Generation46_Scenario50,11.23,1.57,2.45,15.26,1
Generation47_Scenario1,11.26,1.44,2.29,14.98,1
Generation47_Scenario2,11.23,1.70,2.28,15.22,1
Generation47_Scenario3,11.24,1.45,1.78,14.47,1
Generation47_Scenario4,11.23,1.45,1.47,14.14,1
Generation47_Scenario5,11.22,1.48,1.87,14.57,1
Generation47_Scenario6,11.23,1.44,2.39,15.06,1
Generation47_Scenario7,11.21,1.48,2.45,15.14,1
Generation47_Scenario8,11.26,1.41,2.14,14.81,1
Generation47_Scenario9,11.25,1.47,2.35,15.07,1
Generation47_Scenario10,11.26,1.47,2.21,14.94,1
Generation47_Scenario11,22.56,2.96,3.08,28.60,2
Generation47_Scenario12,11.28,1.50,2.01,14.79,1
Generation47_Scenario13,11.27,1.46,2.08,14.82,1
Generation47_Scenario14,11.21,1.45,1.88,14.55,1
Generation47_Scenario15,11.25,1.47,2.10,14.83,1
Generation47_Scenario16,11.26,1.41,1.66,14.32,1
Generation47_Scenario17,11.22,1.43,2.07,14.71,1
Generation47_Scenario18,11.21,1.39,1.78,14.39,1
Generation47_Scenario19,11.21,1.47,2.12,14.80,1
Generation47_Scenario20,11.24,1.41,1.99,14.64,1
Generation47_Scenario21,11.23,1.58,2.53,15.34,1
Generation47_Scenario22,11.27,1.52,2.13,14.92,1
Generation47_Scenario23,11.22,1.45,2.68,15.36,1
Generation47_Scenario24,11.24,1.43,1.85,14.52,1
Generation47_Scenario25,11.24,1.39,2.00,14.64,1
Generation47_Scenario26,11.23,1.58,2.46,15.27,1
Generation47_Scenario27,11.23,1.39,1.96,14.58,1
Generation47_Scenario28,11.26,1.50,2.48,15.24,1
Generation47_Scenario29,11.22,1.38,1.46,14.06,1
Generation47_Scenario30,11.23,1.52,1.84,14.59,1
Generation47_Scenario31,11.27,1.42,1.51,14.21,1
Generation47_Scenario32,22.51,2.84,3.06,28.41,2
Generation47_Scenario33,11.25,1.40,2.36,15.01,1
Generation47_Scenario34,22.54,2.82,2.76,28.12,2
Generation47_Scenario35,11.25,1.49,2.49,15.23,1
Generation47_Scenario36,11.23,1.43,2.62,15.28,1
Generation47_Scenario37,11.22,1.40,2.27,14.89,1
Generation47_Scenario38,11.27,1.49,1.76,14.53,1
Generation47_Scenario39,11.24,1.51,2.06,14.80,1
Generation47_Scenario40,11.27,1.51,1.73,14.50,1
Generation47_Scenario41,11.25,1.41,2.30,14.96,1
Generation47_Scenario42,11.24,1.49,2.05,14.78,1
Generation47_Scenario43,11.23,1.41,2.15,14.80,1
Generation47_Scenario44,11.24,1.42,1.71,14.37,1
Generation47_Scenario45,11.22,1.42,2.08,14.72,1
Generation47_Scenario46,11.25,1.41,1.71,14.38,1
Generation47_Scenario47,11.22,1.43,2.22,14.87,1
Generation47_Scenario48,22.45,3.04,3.44,28.94,2
Generation47_Scenario49,123.74,15.52,26.70,165.96,11
Generation47_Scenario50,11.25,1.47,1.96,14.69,1
Generation48_Scenario1,11.27,1.46,1.95,14.68,1
Generation48_Scenario2,33.69,4.58,4.47,42.73,3
Generation48_Scenario3,22.48,2.94,3.15,28.56,2
Generation48_Scenario4,11.23,1.45,1.48,14.16,1
Generation48_Scenario5,11.26,1.46,1.82,14.54,1
Generation48_Scenario6,11.23,1.45,2.11,14.79,1
Generation48_Scenario7,11.25,1.43,1.87,14.55,1
Generation48_Scenario8,11.26,1.46,2.01,14.73,1
Generation48_Scenario9,11.24,1.45,2.35,15.04,1
Generation48_Scenario10,11.27,1.64,1.94,14.85,1
Generation48_Scenario11,22.51,3.02,3.50,29.03,2
Generation48_Scenario12,22.44,2.95,3.62,29.01,2
Generation48_Scenario13,11.24,1.68,2.76,15.68,1
Generation48_Scenario14,22.47,2.84,3.46,28.76,2
Generation48_Scenario15,11.24,1.39,2.70,15.33,1
Generation48_Scenario16,11.25,1.42,1.90,14.58,1
Generation48_Scenario17,11.24,1.40,1.51,14.15,1
Generation48_Scenario18,22.50,3.08,3.16,28.73,2
Generation48_Scenario19,11.23,1.46,2.24,14.93,1
Generation48_Scenario20,11.26,1.45,1.82,14.53,1
Generation48_Scenario21,11.25,1.56,2.16,14.98,1
Generation48_Scenario22,11.24,1.55,2.17,14.96,1
Generation48_Scenario23,11.21,1.48,1.96,14.66,1
Generation48_Scenario24,11.25,1.46,2.01,14.71,1
Generation48_Scenario25,11.24,1.48,1.49,14.22,1
Generation48_Scenario26,11.28,1.56,2.50,15.34,1
Generation48_Scenario27,11.25,1.46,2.06,14.77,1
Generation48_Scenario28,11.22,1.47,2.07,14.76,1
Generation48_Scenario29,11.24,1.46,1.32,14.02,1
Generation48_Scenario30,11.23,1.50,1.91,14.64,1
Generation48_Scenario31,11.23,1.43,1.80,14.46,1
Generation48_Scenario32,11.25,1.43,2.17,14.85,1
Generation48_Scenario33,11.24,1.40,1.77,14.42,1
Generation48_Scenario34,11.25,1.56,1.75,14.56,1
Generation48_Scenario35,11.26,1.42,2.14,14.83,1
Generation48_Scenario36,11.23,1.44,2.01,14.67,1
Generation48_Scenario37,11.21,1.51,2.21,14.92,1
Generation48_Scenario38,11.24,1.47,1.78,14.49,1
Generation48_Scenario39,11.24,1.54,2.22,15.01,1
Generation48_Scenario40,11.24,1.43,2.04,14.70,1
Generation48_Scenario41,11.24,1.49,1.90,14.63,1
Generation48_Scenario42,11.23,1.47,2.33,15.04,1
Generation48_Scenario43,22.47,3.04,3.27,28.79,2
Generation48_Scenario44,11.23,1.44,2.06,14.73,1
Generation48_Scenario45,11.25,1.41,1.89,14.55,1
Generation48_Scenario46,11.26,1.50,1.94,14.70,1
Generation48_Scenario47,11.25,1.51,3.07,15.83,1
Generation48_Scenario48,11.20,1.41,2.99,15.61,1
Generation48_Scenario49,11.22,1.57,2.14,14.93,1
Generation48_Scenario50,11.21,1.44,1.86,14.51,1
Generation49_Scenario1,11.22,1.49,2.42,15.12,1
Generation49_Scenario2,11.24,1.55,1.73,14.52,1
Generation49_Scenario3,11.24,1.44,2.15,14.83,1
Generation49_Scenario4,11.28,1.57,1.49,14.34,1
Generation49_Scenario5,11.29,1.40,1.67,14.36,1
Generation49_Scenario6,11.25,1.49,2.43,15.18,1
Generation49_Scenario7,11.24,1.45,2.22,14.90,1
Generation49_Scenario8,22.44,2.90,3.01,28.35,2
Generation49_Scenario9,11.21,1.48,2.62,15.31,1
Generation49_Scenario10,11.22,1.45,1.95,14.62,1
Generation49_Scenario11,11.26,1.51,1.71,14.47,1
Generation49_Scenario12,11.22,1.47,2.62,15.30,1
Generation49_Scenario13,11.26,1.41,2.22,14.89,1
Generation49_Scenario14,11.25,1.44,1.91,14.60,1
Generation49_Scenario15,11.22,1.40,1.57,14.19,1
Generation49_Scenario16,11.22,1.47,2.24,14.93,1
Generation49_Scenario17,11.22,1.43,1.59,14.24,1
Generation49_Scenario18,11.23,1.43,2.39,15.04,1
Generation49_Scenario19,11.23,1.55,2.83,15.62,1
Generation49_Scenario20,11.27,1.43,1.81,14.51,1
Generation49_Scenario21,11.21,1.49,2.23,14.94,1
Generation49_Scenario22,11.27,1.45,2.36,15.08,1
Generation49_Scenario23,11.21,1.51,2.25,14.97,1
Generation49_Scenario24,11.22,1.49,2.30,15.02,1
Generation49_Scenario25,11.24,1.40,1.36,13.99,1
Generation49_Scenario26,11.25,1.43,2.75,15.43,1
Generation49_Scenario27,11.23,1.50,2.19,14.92,1
Generation49_Scenario28,11.21,1.51,1.96,14.68,1
Generation49_Scenario29,11.23,1.40,1.40,14.02,1
Generation49_Scenario30,11.24,1.52,1.52,14.29,1
Generation49_Scenario31,11.27,1.52,1.55,14.34,1
Generation49_Scenario32,11.26,1.48,1.97,14.71,1
Generation49_Scenario33,11.28,1.41,1.80,14.50,1
Generation49_Scenario34,11.23,1.48,2.34,15.05,1
Generation49_Scenario35,11.21,1.43,2.22,14.86,1
Generation49_Scenario36,11.25,1.50,3.22,15.97,1
Generation49_Scenario37,11.22,1.38,3.72,16.33,1
Generation49_Scenario38,11.24,1.50,1.64,14.38,1
Generation49_Scenario39,11.25,1.43,1.85,14.53,1
Generation49_Scenario40,11.26,1.43,1.87,14.56,1
Generation49_Scenario41,11.23,1.48,2.12,14.82,1
Generation49_Scenario42,11.23,1.42,2.12,14.77,1
Generation49_Scenario43,11.20,1.48,2.29,14.97,1
Generation49_Scenario44,11.23,1.51,1.51,14.25,1
Generation49_Scenario45,11.20,1.43,2.06,14.69,1
Generation49_Scenario46,11.26,1.45,1.78,14.48,1
Generation49_Scenario47,11.25,1.44,1.98,14.66,1
Generation49_Scenario48,11.22,1.47,2.45,15.14,1
Generation49_Scenario49,22.48,2.86,2.99,28.34,2
Generation49_Scenario50,11.24,1.41,2.08,14.73,1
Generation50_Scenario1,11.25,1.49,2.00,14.74,1
Generation50_Scenario2,11.23,1.48,2.01,14.72,1
Generation50_Scenario3,11.24,1.55,2.08,14.87,1
Generation50_Scenario4,11.24,1.44,1.64,14.32,1
Generation50_Scenario5,11.25,1.43,1.48,14.16,1
Generation50_Scenario6,123.98,15.74,25.45,165.17,11
Generation50_Scenario7,11.22,1.57,2.30,15.10,1
Generation50_Scenario8,11.24,1.45,1.54,14.22,1
Generation50_Scenario9,11.23,1.43,2.58,15.25,1
Generation50_Scenario10,11.24,1.47,1.90,14.61,1
Generation50_Scenario11,11.24,1.46,2.30,15.00,1
Generation50_Scenario12,11.22,1.45,2.06,14.73,1
Generation50_Scenario13,11.26,1.51,2.18,14.95,1
Generation50_Scenario14,11.23,1.48,2.36,15.06,1
Generation50_Scenario15,11.25,1.45,1.70,14.39,1
Generation50_Scenario16,11.21,1.43,1.66,14.31,1
Generation50_Scenario17,11.24,1.41,1.60,14.26,1
Generation50_Scenario18,11.26,1.47,2.04,14.77,1
Generation50_Scenario19,22.47,2.96,4.02,29.44,2
Generation50_Scenario20,11.25,1.41,1.67,14.33,1
Generation50_Scenario21,11.24,1.60,2.46,15.29,1
Generation50_Scenario22,11.21,1.61,2.35,15.17,1
Generation50_Scenario23,11.22,1.43,2.14,14.78,1
Generation50_Scenario24,11.25,1.48,1.68,14.40,1
Generation50_Scenario25,11.22,1.48,1.57,14.28,1
Generation50_Scenario26,11.27,1.47,2.35,15.09,1
Generation50_Scenario27,11.23,1.48,1.88,14.60,1
Generation50_Scenario28,11.24,1.56,2.06,14.86,1
Generation50_Scenario29,11.25,1.45,1.71,14.41,1
Generation50_Scenario30,11.23,1.42,1.78,14.43,1
Generation50_Scenario31,11.22,1.41,1.38,14.01,1
Generation50_Scenario32,11.28,1.43,2.10,14.81,1
Generation50_Scenario33,11.26,1.74,1.74,14.74,1
Generation50_Scenario34,11.24,1.56,1.90,14.70,1
Generation50_Scenario35,11.26,1.42,1.72,14.40,1
Generation50_Scenario36,11.26,1.40,2.25,14.92,1
Generation50_Scenario37,11.24,1.44,2.06,14.74,1
Generation50_Scenario38,11.23,1.45,1.96,14.65,1
Generation50_Scenario39,11.27,1.42,1.99,14.68,1
Generation50_Scenario40,11.25,1.48,1.57,14.29,1
Generation50_Scenario41,11.26,1.47,1.99,14.72,1
Generation50_Scenario42,11.24,1.43,2.10,14.77,1
Generation50_Scenario43,11.24,1.47,2.28,14.99,1
Generation50_Scenario44,11.25,1.46,1.88,14.59,1
Generation50_Scenario45,11.23,1.47,2.33,15.03,1
Generation50_Scenario46,11.23,1.37,2.60,15.20,1
Generation50_Scenario47,11.26,1.47,2.53,15.26,1
Generation50_Scenario48,11.23,1.48,2.56,15.27,1
Generation50_Scenario49,11.22,1.44,2.64,15.30,1
Generation50_Scenario50,11.25,1.48,2.12,14.84,1
Generation51_Scenario1,11.20,1.46,1.73,14.39,1
Generation51_Scenario2,11.25,1.46,2.05,14.76,1
Generation51_Scenario3,11.25,1.44,1.87,14.57,1
Generation51_Scenario4,11.25,1.49,2.67,15.41,1
Generation51_Scenario5,11.19,1.52,1.82,14.53,1
Generation51_Scenario6,11.24,1.44,2.24,14.93,1
Generation51_Scenario7,11.26,1.45,2.40,15.11,1
Generation51_Scenario8,11.25,1.44,1.83,14.51,1
Generation51_Scenario9,11.23,1.46,2.40,15.09,1
Generation51_Scenario10,11.24,1.52,1.60,14.35,1
Generation51_Scenario11,11.22,1.40,1.85,14.48,1
Generation51_Scenario12,11.22,1.49,2.41,15.12,1
Generation51_Scenario13,11.25,1.58,2.16,15.00,1
Generation51_Scenario14,11.24,1.44,2.71,15.39,1
Generation51_Scenario15,11.24,1.46,2.38,15.08,1
Generation51_Scenario16,11.20,1.54,1.60,14.34,1
Generation51_Scenario17,11.24,1.45,3.05,15.73,1
Generation51_Scenario18,11.24,1.42,1.79,14.45,1
Generation51_Scenario19,11.24,1.49,2.30,15.03,1
Generation51_Scenario20,11.24,1.45,2.18,14.88,1
Generation51_Scenario21,11.24,1.43,2.61,15.27,1
Generation51_Scenario22,11.22,1.47,2.00,14.69,1
Generation51_Scenario23,11.22,1.49,1.94,14.65,1
Generation51_Scenario24,11.23,1.40,2.78,15.41,1
Generation51_Scenario25,11.26,1.44,1.61,14.31,1
Generation51_Scenario26,11.24,1.42,3.28,15.95,1
Generation51_Scenario27,11.23,1.44,2.27,14.94,1
Generation51_Scenario28,11.24,1.49,2.15,14.88,1
Generation51_Scenario29,11.22,1.38,1.21,13.81,1
Generation51_Scenario30,11.25,1.53,1.49,14.28,1
Generation51_Scenario31,11.26,1.43,1.55,14.23,1
Generation51_Scenario32,11.24,1.47,1.71,14.42,1
Generation51_Scenario33,11.25,1.42,1.96,14.63,1
Generation51_Scenario34,11.21,1.44,2.20,14.85,1
Generation51_Scenario35,11.29,1.53,1.78,14.60,1
Generation51_Scenario36,11.22,1.50,2.82,15.54,1
Generation51_Scenario37,11.22,1.49,2.19,14.90,1
Generation51_Scenario38,11.25,1.49,1.77,14.52,1
Generation51_Scenario39,11.26,1.44,1.98,14.68,1
Generation51_Scenario40,11.23,1.53,1.69,14.45,1
Generation51_Scenario41,11.23,1.44,1.69,14.37,1
Generation51_Scenario42,22.41,2.77,4.19,29.37,2
Generation51_Scenario43,22.44,2.83,3.24,28.52,2
Generation51_Scenario44,11.26,1.45,2.08,14.79,1
Generation51_Scenario45,11.23,1.47,2.29,14.98,1
Generation51_Scenario46,11.25,1.44,1.75,14.44,1
Generation51_Scenario47,11.23,1.50,2.32,15.06,1
Generation51_Scenario48,11.20,1.53,2.43,15.16,1
Generation51_Scenario49,11.25,1.52,2.08,14.84,1
Generation51_Scenario50,11.24,1.47,2.23,14.95,1
Generation52_Scenario1,11.23,1.60,1.84,14.67,1
Generation52_Scenario2,11.23,1.47,2.11,14.81,1
Generation52_Scenario3,11.25,1.47,2.33,15.04,1
Generation52_Scenario4,11.26,1.45,2.07,14.77,1
Generation52_Scenario5,11.26,1.50,1.75,14.51,1
Generation52_Scenario6,11.23,1.52,2.17,14.92,1
Generation52_Scenario7,11.21,1.54,1.93,14.68,1
Generation52_Scenario8,11.26,1.43,1.53,14.22,1
Generation52_Scenario9,11.26,1.43,2.44,15.13,1
Generation52_Scenario10,22.45,2.87,3.53,28.86,2
Generation52_Scenario11,11.28,1.43,2.06,14.76,1
Generation52_Scenario12,11.23,1.58,2.90,15.71,1
Generation52_Scenario13,11.24,1.48,2.21,14.93,1
Generation52_Scenario14,11.22,1.56,2.26,15.04,1
Generation52_Scenario15,11.22,1.49,3.08,15.79,1
Generation52_Scenario16,11.25,1.43,1.93,14.61,1
Generation52_Scenario17,11.24,1.43,1.76,14.43,1
Generation52_Scenario18,11.24,1.45,2.65,15.34,1
Generation52_Scenario19,11.24,1.56,2.40,15.21,1
Generation52_Scenario20,11.23,1.43,1.79,14.45,1
Generation52_Scenario21,11.27,1.45,2.52,15.25,1
Generation52_Scenario22,11.26,1.50,2.42,15.18,1
Generation52_Scenario23,11.23,1.70,1.89,14.82,1
Generation52_Scenario24,11.24,1.49,1.80,14.53,1
Generation52_Scenario25,11.26,1.50,1.76,14.52,1
Generation52_Scenario26,11.29,1.52,2.65,15.46,1
Generation52_Scenario27,11.23,1.45,1.88,14.56,1
Generation52_Scenario28,11.22,1.46,2.00,14.69,1
Generation52_Scenario29,11.26,1.40,1.27,13.92,1
Generation52_Scenario30,11.22,1.53,3.11,15.86,1
Generation52_Scenario31,22.41,2.83,2.65,27.89,2
Generation52_Scenario32,11.26,1.43,1.68,14.37,1
Generation52_Scenario33,11.25,1.48,1.77,14.50,1
Generation52_Scenario34,11.25,1.46,1.79,14.51,1
Generation52_Scenario35,11.27,1.49,2.00,14.75,1
Generation52_Scenario36,11.22,1.43,1.97,14.62,1
Generation52_Scenario37,22.46,2.78,3.38,28.62,2
Generation52_Scenario38,11.25,1.41,2.54,15.19,1
Generation52_Scenario39,11.20,1.46,2.41,15.08,1
Generation52_Scenario40,11.21,1.58,1.94,14.73,1
Generation52_Scenario41,11.21,1.47,1.82,14.50,1
Generation52_Scenario42,11.22,1.51,2.50,15.23,1
Generation52_Scenario43,11.20,1.44,2.67,15.32,1
Generation52_Scenario44,11.25,1.41,2.80,15.46,1
Generation52_Scenario45,11.25,1.43,2.32,14.99,1
Generation52_Scenario46,11.26,1.39,1.77,14.41,1
Generation52_Scenario47,11.24,1.42,2.22,14.88,1
Generation52_Scenario48,11.22,1.44,2.17,14.83,1
Generation52_Scenario49,11.24,1.46,2.01,14.71,1
Generation52_Scenario50,11.22,1.51,2.03,14.75,1
Generation53_Scenario1,11.24,1.51,1.61,14.36,1
Generation53_Scenario2,11.24,1.59,3.05,15.87,1
Generation53_Scenario3,11.25,1.50,1.86,14.61,1
Generation53_Scenario4,123.72,16.23,24.45,164.40,11
Generation53_Scenario5,11.24,1.61,1.51,14.36,1
Generation53_Scenario6,11.25,1.48,2.15,14.89,1
Generation53_Scenario7,11.25,1.48,1.75,14.48,1
Generation53_Scenario8,11.23,1.46,1.49,14.18,1
Generation53_Scenario9,11.22,1.48,2.27,14.97,1
Generation53_Scenario10,11.25,1.43,2.42,15.10,1
Generation53_Scenario11,11.28,1.54,1.89,14.71,1
Generation53_Scenario12,11.27,1.49,2.01,14.77,1
Generation53_Scenario13,22.49,2.86,3.23,28.58,2
Generation53_Scenario14,11.24,1.42,2.65,15.31,1
Generation53_Scenario15,11.25,1.50,1.73,14.48,1
Generation53_Scenario16,11.22,1.45,1.85,14.52,1
Generation53_Scenario17,11.26,1.48,1.43,14.16,1
Generation53_Scenario18,11.23,1.48,1.89,14.60,1
Generation53_Scenario19,11.24,1.43,2.12,14.79,1
Generation53_Scenario20,11.27,1.64,1.94,14.86,1
Generation53_Scenario21,22.47,2.80,3.32,28.59,2
Generation53_Scenario22,22.47,2.84,3.68,28.99,2
Generation53_Scenario23,11.23,1.47,1.96,14.65,1
Generation53_Scenario24,11.23,5.63,2.71,19.57,1
Generation53_Scenario25,11.25,1.42,1.56,14.24,1
Generation53_Scenario26,11.23,1.45,2.18,14.86,1
Generation53_Scenario27,11.27,1.45,2.10,14.81,1
Generation53_Scenario28,11.24,1.40,2.07,14.71,1
Generation53_Scenario29,11.25,1.54,1.47,14.26,1
Generation53_Scenario30,11.25,1.42,1.55,14.21,1
Generation53_Scenario31,11.24,1.42,2.12,14.78,1
Generation53_Scenario32,11.21,1.49,2.49,15.19,1
Generation53_Scenario33,11.23,1.44,1.77,14.44,1
Generation53_Scenario34,11.22,1.44,1.60,14.26,1
Generation53_Scenario35,11.24,1.45,1.83,14.52,1
Generation53_Scenario36,11.20,1.50,2.01,14.72,1
Generation53_Scenario37,11.22,1.55,2.51,15.28,1
Generation53_Scenario38,11.23,1.38,1.90,14.51,1
Generation53_Scenario39,11.22,1.42,1.70,14.35,1
Generation53_Scenario40,11.28,1.40,2.12,14.80,1
Generation53_Scenario41,11.24,1.51,1.52,14.27,1
Generation53_Scenario42,11.24,1.39,1.91,14.54,1
Generation53_Scenario43,11.29,1.52,2.03,14.84,1
Generation53_Scenario44,11.23,1.46,1.85,14.54,1
Generation53_Scenario45,11.23,1.49,2.32,15.04,1
Generation53_Scenario46,11.23,1.47,2.42,15.11,1
Generation53_Scenario47,11.28,1.42,2.05,14.76,1
Generation53_Scenario48,11.24,1.49,2.64,15.36,1
Generation53_Scenario49,11.22,1.57,2.26,15.06,1
Generation53_Scenario50,22.46,2.84,3.20,28.49,2
Generation54_Scenario1,11.26,1.49,1.83,14.58,1
Generation54_Scenario2,11.24,1.47,1.92,14.63,1
Generation54_Scenario3,11.23,1.46,1.83,14.51,1
Generation54_Scenario4,11.26,1.43,1.54,14.23,1
Generation54_Scenario5,11.23,1.54,1.67,14.44,1
Generation54_Scenario6,11.24,1.52,2.26,15.02,1
Generation54_Scenario7,11.25,1.49,2.03,14.78,1
Generation54_Scenario8,11.24,1.43,1.83,14.50,1
Generation54_Scenario9,11.23,1.52,2.42,15.17,1
Generation54_Scenario10,11.24,1.49,1.57,14.30,1
Generation54_Scenario11,11.25,1.46,2.23,14.93,1
Generation54_Scenario12,11.26,1.44,2.10,14.80,1
Generation54_Scenario13,11.25,1.48,2.32,15.05,1
Generation54_Scenario14,11.26,1.61,2.08,14.95,1
Generation54_Scenario15,11.26,1.39,1.73,14.38,1
Generation54_Scenario16,11.22,1.44,1.55,14.20,1
Generation54_Scenario17,11.27,1.39,2.07,14.73,1
Generation54_Scenario18,11.27,1.48,2.28,15.02,1
Generation54_Scenario19,11.24,1.58,2.17,14.99,1
Generation54_Scenario20,11.27,1.46,1.63,14.36,1
Generation54_Scenario21,11.22,1.53,2.33,15.07,1
Generation54_Scenario22,11.24,1.48,2.05,14.77,1
Generation54_Scenario23,11.27,1.54,2.23,15.03,1
Generation54_Scenario24,11.24,1.43,2.24,14.91,1
Generation54_Scenario25,11.24,1.71,1.47,14.41,1
Generation54_Scenario26,11.25,1.57,1.96,14.78,1
Generation54_Scenario27,11.22,1.52,1.90,14.64,1
Generation54_Scenario28,11.25,1.49,2.57,15.31,1
Generation54_Scenario29,11.27,1.41,1.33,14.01,1
Generation54_Scenario30,11.23,1.40,2.05,14.69,1
Generation54_Scenario31,11.21,1.39,1.72,14.31,1
Generation54_Scenario32,11.26,1.57,1.66,14.48,1
Generation54_Scenario33,11.26,1.43,1.87,14.56,1
Generation54_Scenario34,11.20,1.45,1.66,14.31,1
Generation54_Scenario35,11.23,1.51,1.68,14.42,1
Generation54_Scenario36,11.24,1.44,2.27,14.96,1
Generation54_Scenario37,11.24,1.50,2.22,14.96,1
Generation54_Scenario38,11.24,1.43,1.73,14.41,1
Generation54_Scenario39,11.23,1.48,2.31,15.02,1
Generation54_Scenario40,11.24,1.43,1.94,14.61,1
Generation54_Scenario41,11.20,1.45,1.88,14.54,1
Generation54_Scenario42,11.23,1.45,2.26,14.95,1
Generation54_Scenario43,11.22,1.50,2.62,15.34,1
Generation54_Scenario44,11.23,1.49,1.88,14.60,1
Generation54_Scenario45,11.23,1.40,1.99,14.62,1
Generation54_Scenario46,11.24,1.42,2.51,15.17,1
Generation54_Scenario47,11.24,1.44,2.20,14.88,1
Generation54_Scenario48,11.23,1.51,2.51,15.25,1
Generation54_Scenario49,11.28,1.48,2.46,15.22,1
Generation54_Scenario50,11.28,1.48,2.73,15.49,1
Generation55_Scenario1,11.25,1.44,1.70,14.39,1
Generation55_Scenario2,11.24,1.55,2.70,15.49,1
Generation55_Scenario3,11.26,1.44,1.83,14.53,1
Generation55_Scenario4,11.26,1.52,1.88,14.66,1
Generation55_Scenario5,11.26,1.47,1.60,14.32,1
Generation55_Scenario6,11.24,1.63,2.35,15.22,1
Generation55_Scenario7,11.21,1.52,2.47,15.20,1
