record_name,c_x,c_y,c_type,adc_heading,adc_speed,obs_id,obs_heading,obs_speed,obs_type,obs_len,obs_wid,obs_height,speeding_x,speeding_y,speeding_value,speeding_duration,speeding_heading,lanes_speed_limit,uslc_x,uslc_y,uslc_duration,uslc_heading,fastAccl_x,fastAccl_y,fastAccl_value,fastAccl_duration,fastAccl_heading,hardBrake_x,hardBrake_y,hardBrake_value,hardBrake_duration,hardBrake_heading,c_counter,speeding_counter,uslc_counter,fastAccl_counter,hardBrake_counter,totalV
Generation17_Scenario18,586834.7610888937,4140723.4612789475,1,1.3201754006445006,17.84199034831734,5297,1.3142343659246505,52.31173369487488,2,12.661790896747174,2.2089907869511856,3.8332068783143813,0,0,0,0,0,{('3057_1_-1'|56.0)},0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Generation18_Scenario3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{('3100_1_-1'|104.0)},0,0,0,0,0,0,0,0,0,588202.0225727516,4141041.8251863928,-4.001033760039519,0.060019731521606445,2.908395766478897,0,0,0,0,1,1
Generation20_Scenario41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{('650_1_-1'|104.0)|('650_1_-2'|104.0)},0,0,0,0,0,0,0,0,0,588334.4624708815,4140986.6976265367,-4.037276746434287,0.3500213623046875,1.2532639792544131,0,0,0,0,1,1
Generation25_Scenario10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{('37_1_-4'|72.0)|('39_1_-2'|72.0)|('297a_1_-1'|30.0)|('37_1_-3'|72.0)},0,0,0,0,0,0,0,0,0,587695.1093365549,4141448.2693855907,-4.007057933300413,0.010004758834838867,-0.35010223390564255,0,0,0,0,1,1
Generation28_Scenario21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{('718_1_-1'|91.0)|('436_1_-1'|91.0)},0,0,0,0,0,0,0,0,0,587005.414585755,4140567.532759309,-4.023586909507811,0.5799851417541504,-0.24563755642132046,0,0,0,0,1,1
Generation31_Scenario33,586241.199758118,4141212.2298060455,0,1.3187028425556262,26.90181103824109,16488,1.3127179182226236,22.20579737357992,1,2.4303673215521675,0.7662342053354974,2.3705983447830397,586253.8789075058,4141260.9153733207,7.975614763353594,0.10003328323364258,1.309130941846476,{('2826_1_-2'|60.0)|('2825_1_-2'|60.0)|('13a_1_-1'|30.0)|('182_1_-2'|117.0)},0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
Generation32_Scenario7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{('938_1_-1'|72.0)|('198a_1_-1'|30.0)|('293_1_-1'|72.0)|('818_1_-1'|72.0)},0,0,0,0,0,0,0,0,0,586332.1444733219,4141484.051254636,-4.015359396692601,0.25034093856811523,2.92510714150922,0,0,0,0,1,1
Generation34_Scenario3,0,0,0,0,0,0,0,0,0,0,0,0,586252.9681498568,4141261.331523192,8.475931679945095,0.5399622917175293,1.2711424362340065,{('2826_1_-2'|60.0)|('2825_1_-1'|60.0)|('182_1_-1'|117.0)|('2825_1_-2'|60.0)|('13a_1_-1'|30.0)},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Generation34_Scenario48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{('1882_1_-1'|64.0)|('1882_1_-2'|64.0)},0,0,0,0,0,0,0,0,0,587643.0850695221,4140372.69866473,-4.012470529784587,0.9799685478210449,-1.5209166707280335,0,0,0,0,1,1
Generation35_Scenario14,587037.3166855394,4141555.380757435,0,-1.548077212348618,16.254398721263172,7246,-1.8287672451873325,40.3719594014207,2,6.121345491068531,1.5856116784047813,4.065981557794268,0,0,0,0,0,{('40a_1_-1'|30.0)},0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Generation35_Scenario19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{('362_1_-1'|117.0)|('363_1_-1'|104.0)|('236_1_-1'|65.0)|('236_1_-2'|65.0)},0,0,0,0,0,0,0,0,0,585823.1422458263,4139994.980015938,-4.028016072091385,0.5181100368499756,-1.753323759070135,0,0,0,0,1,1
Generation36_Scenario33,586956.4936073924,4140579.5476720813,0,-0.25137054826679917,36.96979281788273,11294,-0.24592996564230984,64.41961096888356,2,7.960772741489839,1.570064303723287,1.935056780840582,0,0,0,0,0,{('436_1_-1'|91.0)},0,0,0,0,0,0,0,0,0,586971.4435178032,4140575.749432165,-4.006986848071807,0.880042552947998,-0.24465543839703363,1,0,0,0,1,2
Generation37_Scenario19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{('349_1_-1'|104.0)},0,0,0,0,0,0,0,0,0,586166.4877932556,4140135.312455876,-4.019670492654359,0.7104871273040771,0.23292377583860047,0,0,0,0,1,1
Generation38_Scenario10,0,0,0,0,0,0,0,0,0,0,0,0,586253.0574634222,4141261.330515924,7.044072725961247,0.6999759674072266,1.2803010299065871,{('2826_1_-2'|60.0)|('2825_1_-1'|60.0)|('182_1_-1'|117.0)|('2825_1_-2'|60.0)|('13a_1_-1'|30.0)},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Generation41_Scenario27,586909.6905528068,4141607.0110138147,0,-0.29994363614564623,39.47110206539362,27938,-0.25128782185793846,61.98486173276138,2,12.008656420251233,1.5367820589511028,2.084739710082455,0,0,0,0,0,{('1410_1_-3'|72.0)|('1410_1_-2'|72.0)|('1406_1_-2'|72.0)|('1411_1_-3'|72.0)},0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Generation41_Scenario50,0,0,0,0,0,0,0,0,0,0,0,0,586145.9994164344,4140843.4858036255,5.019676567557173,0.8500456809997559,-1.79188959942109,{('295_1_-1'|117.0)|('77a_1_-1'|30.0)|('71a_1_-1'|30.0)|('89a_1_-1'|30.0)|('98a_1_-1'|30.0)|('222a_1_-1'|30.0)|('73a_1_-1'|30.0)|('861_1_-1'|78.0)|('863_1_-1'|117.0)|('317a_1_-1'|30.0)},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Generation42_Scenario43,587258.3550172339,4140462.030276396,0,1.3216285379763226,28.63384598783111,4471,1.3559130923046059,49.05671861940095,2,13.881120306084396,2.408523756176212,4.3970412846656926,0,0,0,0,0,{('415_1_-1'|65.0)},0,0,0,0,0,0,0,0,0,587262.9643394077,4140480.33185468,-4.010020186087101,0.770054817199707,1.3256011012571989,1,0,0,0,1,2
Generation45_Scenario24,587642.8427229566,4140392.015521966,0,-1.489235784891083,40.19798110237305,22132,-1.4709030846307813,63.15182948104626,2,7.879422254616424,1.850374773257088,3.9860524163674564,0,0,0,0,0,{('1882_1_-1'|64.0)},0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Generation45_Scenario40,0,0,0,0,0,0,0,0,0,0,0,0,586278.6224852909,4141284.309815173,9.004013965556734,0.7399630546569824,2.667917394262556,{('81a_1_-1'|30.0)|('2807_1_-2'|117.0)|('100a_1_-1'|30.0)|('396_1_-2'|117.0)},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Generation45_Scenario43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{('382_1_-2'|117.0)|('2726_1_-2'|60.0)},0,0,0,0,0,0,0,0,0,586258.3775477126,4141305.6883421033,-4.031675141064265,0.060028791427612305,-1.7981007254930665,0,0,0,0,1,1
Generation46_Scenario1,0,0,0,0,0,0,0,0,0,0,0,0,586151.0988682116,4140872.306997245,5.007956843492398,0.331312894821167,-1.733153407691969,{('321_1_-2'|117.0)|('321_1_-3'|117.0)|('98a_1_-1'|30.0)},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Generation48_Scenario15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{('2951_1_-1'|78.0)|('2947_1_-1'|78.0)|('2952_1_-1'|78.0)},0,0,0,0,0,0,0,0,0,586448.994676403,4140802.384559081,-4.0069358326312905,0.21004414558410645,-1.821650736166248,0,0,0,0,1,1
Generation54_Scenario31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{('215_1_-1'|65.0)|('304_1_-1'|65.0)|('212a_1_-1'|30.0)},0,0,0,0,0,0,0,0,0,586231.5859934002,4141286.4808612275,-4.0170704140816875,0.10003495216369629,-0.22486557834022047,0,0,0,0,1,1
