RecordName,ObsNum,AVG_OBS2ADC_Distance,Speed_Below_Limit,ADC2LaneBound_Distance,FastAccl,HardBrake
Generation0_Scenario1,9,838.7959581598998,-0.3782445869462556,0.588828525850444,2.0,-4.397043930274267
Generation0_Scenario2,13,754.0563622734966,38.66207256587213,0.2580708467052198,2.0,0.0
Generation0_Scenario3,12,986.4704729304855,37.12321014874808,0.0034343332329402946,1.9846643077508226,-0.026382782952392814
Generation0_Scenario4,6,1149.945960256707,36.71885084490505,0.16821841542662225,2.0,-0.29603461940706266
Generation0_Scenario5,6,590.7898223459088,37.63978501278965,8.542888582895764e-05,4.0,-4.0
Generation0_Scenario6,11,1245.4626434107206,56.69092754772961,9223372036854775807,1.9800165019512017,-0.9129952851923646
Generation0_Scenario7,12,1054.8993690335883,64.55702694340661,0.24570946304049818,2.0,-0.04885403798515623
Generation0_Scenario8,6,1360.6991783144995,32.42002658529791,0.5517716877954374,2.0,0.0
Generation0_Scenario9,15,943.1027864102183,32.460559736296176,0.3692358439272329,2.0,0.0
Generation0_Scenario10,10,1140.0685147664183,15.417615796145633,0.46609967710497174,2.0,0.0
Generation0_Scenario11,12,1269.5662979487436,62.720472781584206,0.5618785869030501,2.0,0.0
Generation0_Scenario12,14,1006.6393432528586,35.187931799589705,0.2547049780059075,2.0,-0.3953712343615263
Generation0_Scenario13,15,1113.7557131340848,82.41265378326376,0.37292291896748697,2.0,-1.0407846285145341
Generation0_Scenario14,14,1180.733537003862,32.42105467838067,0.47469792738581823,2.0,0.0
Generation0_Scenario15,7,872.8657030318052,8.420463431146004,2.0737680732688415,2.0,0.0
Generation0_Scenario16,6,541.2200226377587,-2.5476273686750055,0.6574455131141831,2.0,-2.0459022773078965
Generation0_Scenario17,4,761.3810511183806,94.55886357264848,0.03582166571112508,2.0,-0.8103610015046728
Generation0_Scenario18,12,1334.2221646067444,64.46276409559788,0.140532947551638,2.0,0.0
Generation0_Scenario19,14,797.2274484480986,65.0775794037404,0.39636376949306584,2.0,-0.04711647592724731
Generation0_Scenario20,10,1209.0429319576265,21.813581196632313,0.005375890292322583,1.999095234552497,0.0
Generation0_Scenario21,15,913.6167093722166,16.229757713962385,0.000340736506013491,2.0,-0.8300396004863152
Generation0_Scenario22,15,1318.0632782250184,79.27871002534664,0.9434352966348388,2.0,-1.933538658335349
Generation0_Scenario23,11,1166.0015344325884,64.27866035820884,0.390160404856339,2.0,-0.049585878231107536
Generation0_Scenario24,10,1210.810191220197,0.4794126192169408,0.06662428196296191,2.0,-1.0518111494167015
Generation0_Scenario25,5,1240.1925436150332,32.43543939056246,0.47396699937748404,2.0,0.0
Generation0_Scenario26,14,1128.6201584329074,65.41047806386328,0.3313610476334502,2.0,0.0
Generation0_Scenario27,13,1443.9418880434182,31.334151625448428,9223372036854775807,1.9001973624425539,-0.1886068899074719
Generation0_Scenario28,12,1173.6883971822892,31.39498589051371,0.4698751599060437,2.0,-0.35988644960660865
Generation0_Scenario29,3,607.0766429576897,-1.4678452087608953,0.24680454804850707,2.0,-2.8588500331281455
Generation0_Scenario30,8,1186.7091316816864,62.824050812275395,0.22669535993809886,2.0,-0.6188086634393233
Generation0_Scenario31,6,1044.145343252468,77.3935709247064,0.43346710921102305,2.0,-0.02175283462731566
Generation0_Scenario32,10,1447.0129526309327,64.42694622943124,0.48149561577509337,2.0,0.0
Generation0_Scenario33,10,1468.7976227096835,69.02820674908452,0.002254696338675139,1.921081081444368,0.0
Generation0_Scenario34,8,1163.9849556738634,32.430299097278656,1.582733934240293,2.0,0.0
Generation0_Scenario35,8,1131.2610411921205,37.213842006685645,0.29050231754819433,2.0,0.0
Generation0_Scenario36,13,905.8058669975533,36.5627941722241,0.656920886067099,2.0,0.0
