record_name,c_x,c_y,c_type,adc_heading,adc_speed,obs_id,obs_heading,obs_speed,obs_type,obs_len,obs_wid,obs_height,speeding_x,speeding_y,speeding_value,speeding_duration,speeding_heading,lanes_speed_limit,uslc_x,uslc_y,uslc_duration,uslc_heading,fastAccl_x,fastAccl_y,fastAccl_value,fastAccl_duration,fastAccl_heading,hardBrake_x,hardBrake_y,hardBrake_value,hardBrake_duration,hardBrake_heading,c_counter,speeding_counter,uslc_counter,fastAccl_counter,hardBrake_counter,totalV
Generation18_Scenario7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{('396_1_-1'|117.0)|('852_1_-1'|117.0)|('2807_1_-1'|117.0)|('201a_1_-1'|30.0)},0,0,0,0,0,0,0,0,0,586274.2593407669,4141279.7661859393,-4.00218889575857,0.16009783744812012,2.960477100044221,0,0,0,0,1,1
Generation20_Scenario18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{('496_1_-1'|65.0)},0,0,0,0,0,0,0,0,0,587920.5855203514,4141180.2251912286,-4.002205064844611,0.1300191879272461,-0.266580577496506,0,0,0,0,1,1
Generation24_Scenario21,0,0,0,0,0,0,0,0,0,0,0,0,586550.8802049863,4141108.3287654673,6.09321383382289,0.5297737121582031,2.53339603496297,{('395_1_-2'|72.0)|('387_1_-3'|72.0)|('164a_1_-1'|30.0)|('387_1_-2'|72.0)},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Generation25_Scenario38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{('408_1_-1'|56.0)},0,0,0,0,0,0,0,0,0,586759.5436716765,4140814.6344902455,-4.00204714122755,0.42212605476379395,2.8888941666920225,0,0,0,0,1,1
Generation26_Scenario14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{('536_1_-2'|117.0)},0,0,0,0,588632.4367734852,4140720.6390429325,4.0,0.049962759017944336,2.0695157721242623,0,0,0,0,0,0,0,0,1,0,1
Generation29_Scenario15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{('1564_1_-5'|72.0)|('1564_1_-4'|72.0)|('251a_1_-1'|30.0)|('1563_1_-4'|117.0)},0,0,0,0,0,0,0,0,0,586310.8916946462,4141458.741804374,-4.012928781508448,0.3799557685852051,1.243748555058012,0,0,0,0,1,1
Generation30_Scenario39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{('502_1_-1'|65.0)},0,0,0,0,587831.352297861,4140734.8340393114,4.0,0.009998559951782227,-1.8265285829212727,0,0,0,0,0,0,0,0,1,0,1
Generation30_Scenario45,0,0,0,0,0,0,0,0,0,0,0,0,586252.8394513525,4141261.4247210803,6.579344919441279,1.1100289821624756,1.2676579081246455,{('182_1_-1'|117.0)|('102a_1_-1'|30.0)|('2825_1_-1'|60.0)|('2826_1_-1'|60.0)|('13a_1_-1'|30.0)|('2826_1_-2'|60.0)|('316_1_-1'|117.0)},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Generation33_Scenario42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{('408_1_-1'|56.0)|('477_1_-1'|91.0)},0,0,0,0,0,0,0,0,0,586756.6837446837,4140815.3087528427,-4.000638374058983,0.0,2.870422192611451,0,0,0,0,1,1
Generation36_Scenario31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{('480_1_-1'|65.0)|('418_1_-1'|65.0)|('431_1_-1'|117.0)},0,0,0,0,587307.9850413254,4140710.4079835224,4.0,0.01002645492553711,-1.0319672883961823,0,0,0,0,0,0,0,0,1,0,1
Generation37_Scenario38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,{('363_1_-1'|104.0)|('362_1_-2'|117.0)|('362_1_-1'|117.0)|('236_1_-2'|65.0)},0,0,0,0,0,0,0,0,0,585822.6898043087,4139994.600926352,-4.001881492150618,0.4300205707550049,-1.7310282248865736,0,0,0,0,1,1
Generation38_Scenario10,588584.713104215,4140811.1939505553,1,2.0936635136446498,36.100542562194235,21090,-1.2909902091019336,13.476593382702498,2,5.353609720856794,1.7817181569339873,2.0800902509094508,0,0,0,0,0,{('576_1_-2'|117.0)|('577_1_-1'|117.0)|('576_1_-1'|117.0)|('575_1_-2'|117.0)},0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Generation39_Scenario37,0,0,0,0,0,0,0,0,0,0,0,0,586147.4822858059,4140852.245766463,5.015295940864117,0.5099880695343018,-1.7664230744855776,{('295_1_-1'|117.0)|('78a_1_-1'|30.0)|('73a_1_-1'|30.0)|('77a_1_-1'|30.0)|('861_1_-1'|78.0)|('71a_1_-1'|30.0)|('869_1_-1'|117.0)|('321_1_-3'|117.0)|('222a_1_-1'|30.0)|('89a_1_-1'|30.0)|('110a_1_-1'|30.0)|('317a_1_-1'|30.0)|('863_1_-1'|117.0)},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Generation42_Scenario6,0,0,0,0,0,0,0,0,0,0,0,0,586147.8148784868,4140854.558445881,5.014737277986459,0.719933032989502,-1.7594435275934288,{('295_1_-1'|117.0)|('78a_1_-1'|30.0)|('73a_1_-1'|30.0)|('77a_1_-1'|30.0)|('861_1_-1'|78.0)|('71a_1_-1'|30.0)|('869_1_-1'|117.0)|('222a_1_-1'|30.0)|('89a_1_-1'|30.0)|('110a_1_-1'|30.0)|('317a_1_-1'|30.0)|('863_1_-1'|117.0)},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Generation48_Scenario1,0,0,0,0,0,0,0,0,0,0,0,0,586260.3830273952,4141292.660645421,5.004889992906573,0.3300137519836426,1.1904574214778867,{('268a_1_-1'|30.0)|('2826_1_-1'|60.0)|('151a_1_-1'|30.0)|('95a_1_-1'|30.0)|('201a_1_-1'|30.0)|('316a_1_-1'|30.0)|('316_1_-1'|117.0)|('14a_1_-1'|30.0)|('108a_1_-1'|30.0)},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
