record_name,c_x,c_y,c_type,adc_heading,adc_speed,obs_id,obs_heading,obs_speed,obs_type,obs_len,obs_wid,obs_height,speeding_x,speeding_y,speeding_value,speeding_duration,speeding_heading,lanes_speed_limit,uslc_x,uslc_y,uslc_duration,uslc_heading,fastAccl_x,fastAccl_y,fastAccl_value,fastAccl_duration,fastAccl_heading,hardBrake_x,hardBrake_y,hardBrake_value,hardBrake_duration,hardBrake_heading,c_counter,speeding_counter,uslc_counter,fastAccl_counter,hardBrake_counter,totalV
Generation0_Scenario5,0,0,0,0,0,0,0,0,0,0,0,0,586253.6923465879,4141261.087558261,7.7956786713731,0.050017595291137695,1.2998444536394729,{('2826_1_-2'|60.0)|('2825_1_-2'|60.0)|('182_1_-2'|117.0)|('13a_1_-1'|30.0)},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
