record_name, violation_type, violation_info, scenario_id, related_options
Generation_3_Config_45_Scenario_3,module,planning failure,3,43#99#208#241
Generation_3_Config_45_Scenario_4,module,planning failure,4,43#99#208#241
Generation_3_Config_45_Scenario_5,module,planning failure,5,43#99#208#241
Generation_3_Config_45_Scenario_6,collision,292440 : VEHICLE,6,43#99#208#241
Generation_3_Config_45_Scenario_6,collision,678202 : VEHICLE,6,43#99#208#241
Generation_3_Config_45_Scenario_6,module,planning failure,6,43#99#208#241
Generation_3_Config_45_Scenario_7,module,planning failure,7,43#99#208#241
Generation_3_Config_45_Scenario_8,module,planning failure,8,43#99#208#241
Generation_3_Config_45_Scenario_9,module,planning failure,9,43#99#208#241
Generation_3_Config_46_Scenario_0,module,planning failure,0,43#45#99
Generation_3_Config_46_Scenario_1,module,planning failure,1,43#45#99
Generation_3_Config_46_Scenario_2,module,planning failure,2,43#45#99
Generation_3_Config_46_Scenario_3,module,planning failure,3,43#45#99
Generation_3_Config_46_Scenario_4,module,planning failure,4,43#45#99
Generation_3_Config_46_Scenario_5,module,planning failure,5,43#45#99
Generation_3_Config_46_Scenario_6,collision,292440 : VEHICLE,6,43#45#99
Generation_3_Config_46_Scenario_6,collision,678202 : VEHICLE,6,43#45#99
Generation_3_Config_46_Scenario_6,module,planning failure,6,43#45#99
Generation_3_Config_46_Scenario_7,module,planning failure,7,43#45#99
Generation_3_Config_46_Scenario_8,module,planning failure,8,43#45#99
Generation_3_Config_46_Scenario_9,module,planning failure,9,43#45#99
Generation_3_Config_47_Scenario_0,module,planning failure,0,43#93#99#193#208
Generation_3_Config_47_Scenario_1,module,planning failure,1,43#93#99#193#208
Generation_3_Config_47_Scenario_2,module,planning failure,2,43#93#99#193#208
Generation_3_Config_47_Scenario_3,module,planning failure,3,43#93#99#193#208
Generation_3_Config_47_Scenario_4,module,planning failure,4,43#93#99#193#208
Generation_3_Config_47_Scenario_5,module,planning failure,5,43#93#99#193#208
Generation_3_Config_47_Scenario_6,collision,292440 : VEHICLE,6,43#93#99#193#208
Generation_3_Config_47_Scenario_6,collision,678202 : VEHICLE,6,43#93#99#193#208
Generation_3_Config_47_Scenario_6,module,planning failure,6,43#93#99#193#208
Generation_3_Config_47_Scenario_7,module,planning failure,7,43#93#99#193#208
Generation_3_Config_47_Scenario_8,module,planning failure,8,43#93#99#193#208
Generation_3_Config_47_Scenario_9,module,planning failure,9,43#93#99#193#208
Generation_3_Config_48_Scenario_0,module,planning failure,0,43#99#208#239
Generation_3_Config_48_Scenario_1,module,planning failure,1,43#99#208#239
Generation_3_Config_48_Scenario_2,module,planning failure,2,43#99#208#239
Generation_3_Config_48_Scenario_3,module,planning failure,3,43#99#208#239
Generation_3_Config_48_Scenario_4,module,planning failure,4,43#99#208#239
Generation_3_Config_48_Scenario_5,module,planning failure,5,43#99#208#239
Generation_3_Config_48_Scenario_6,collision,292440 : VEHICLE,6,43#99#208#239
Generation_3_Config_48_Scenario_6,collision,678202 : VEHICLE,6,43#99#208#239
Generation_3_Config_48_Scenario_6,module,planning failure,6,43#99#208#239
Generation_3_Config_48_Scenario_7,module,planning failure,7,43#99#208#239
Generation_3_Config_48_Scenario_8,module,planning failure,8,43#99#208#239
Generation_3_Config_48_Scenario_9,module,planning failure,9,43#99#208#239
Generation_3_Config_49_Scenario_0,module,planning failure,0,20#43#99#208
Generation_3_Config_49_Scenario_1,module,planning failure,1,20#43#99#208
Generation_3_Config_49_Scenario_2,module,planning failure,2,20#43#99#208
Generation_3_Config_49_Scenario_3,module,planning failure,3,20#43#99#208
Generation_3_Config_49_Scenario_4,module,planning failure,4,20#43#99#208
Generation_3_Config_49_Scenario_5,module,planning failure,5,20#43#99#208
Generation_3_Config_49_Scenario_6,collision,292440 : VEHICLE,6,20#43#99#208
Generation_3_Config_49_Scenario_6,collision,678202 : VEHICLE,6,20#43#99#208
Generation_3_Config_49_Scenario_6,module,planning failure,6,20#43#99#208
Generation_3_Config_49_Scenario_7,module,planning failure,7,20#43#99#208
Generation_3_Config_49_Scenario_8,module,planning failure,8,20#43#99#208
Generation_3_Config_49_Scenario_9,module,planning failure,9,20#43#99#208
Generation_3_Config_50_Scenario_0,module,planning failure,0,43#48#52#99
Generation_3_Config_50_Scenario_1,module,planning failure,1,43#48#52#99
Generation_3_Config_50_Scenario_2,module,planning failure,2,43#48#52#99
Generation_3_Config_50_Scenario_3,module,planning failure,3,43#48#52#99
Generation_3_Config_50_Scenario_4,module,planning failure,4,43#48#52#99
Generation_3_Config_50_Scenario_5,module,planning failure,5,43#48#52#99
Generation_3_Config_50_Scenario_6,collision,292440 : VEHICLE,6,43#48#52#99
Generation_3_Config_50_Scenario_6,collision,678202 : VEHICLE,6,43#48#52#99
Generation_3_Config_50_Scenario_6,module,planning failure,6,43#48#52#99
Generation_3_Config_50_Scenario_7,module,planning failure,7,43#48#52#99
Generation_3_Config_50_Scenario_8,module,planning failure,8,43#48#52#99
Generation_3_Config_50_Scenario_9,module,planning failure,9,43#48#52#99
Generation_4_Config_1_Scenario_0,module,planning failure,0,43#99#193#208
Generation_4_Config_1_Scenario_1,module,planning failure,1,43#99#193#208
Generation_4_Config_1_Scenario_2,module,planning failure,2,43#99#193#208
Generation_4_Config_1_Scenario_3,module,planning failure,3,43#99#193#208
Generation_4_Config_1_Scenario_4,module,planning failure,4,43#99#193#208
Generation_4_Config_1_Scenario_5,module,planning failure,5,43#99#193#208
Generation_4_Config_1_Scenario_6,collision,292440 : VEHICLE,6,43#99#193#208
Generation_4_Config_1_Scenario_6,collision,678202 : VEHICLE,6,43#99#193#208
Generation_4_Config_1_Scenario_6,module,planning failure,6,43#99#193#208
Generation_4_Config_1_Scenario_7,module,planning failure,7,43#99#193#208
Generation_4_Config_1_Scenario_8,module,planning failure,8,43#99#193#208
Generation_4_Config_1_Scenario_9,module,planning failure,9,43#99#193#208
Generation_4_Config_2_Scenario_0,module,planning failure,0,43#93#99#140#192#208
Generation_4_Config_2_Scenario_1,module,planning failure,1,43#93#99#140#192#208
Generation_4_Config_2_Scenario_2,module,planning failure,2,43#93#99#140#192#208
Generation_4_Config_2_Scenario_3,module,planning failure,3,43#93#99#140#192#208
Generation_4_Config_2_Scenario_4,module,planning failure,4,43#93#99#140#192#208
Generation_4_Config_2_Scenario_5,module,planning failure,5,43#93#99#140#192#208
Generation_4_Config_2_Scenario_6,collision,292440 : VEHICLE,6,43#93#99#140#192#208
Generation_4_Config_2_Scenario_6,collision,678202 : VEHICLE,6,43#93#99#140#192#208
Generation_4_Config_2_Scenario_6,module,planning failure,6,43#93#99#140#192#208
Generation_4_Config_2_Scenario_7,module,planning failure,7,43#93#99#140#192#208
Generation_4_Config_2_Scenario_8,module,planning failure,8,43#93#99#140#192#208
Generation_4_Config_2_Scenario_9,module,planning failure,9,43#93#99#140#192#208
Generation_4_Config_3_Scenario_0,module,planning failure,0,43#65#99
Generation_4_Config_3_Scenario_1,module,planning failure,1,43#65#99
Generation_4_Config_3_Scenario_2,module,planning failure,2,43#65#99
Generation_4_Config_3_Scenario_3,module,planning failure,3,43#65#99
Generation_4_Config_3_Scenario_4,module,planning failure,4,43#65#99
Generation_4_Config_3_Scenario_5,module,planning failure,5,43#65#99
Generation_4_Config_3_Scenario_6,collision,292440 : VEHICLE,6,43#65#99
Generation_4_Config_3_Scenario_6,collision,678202 : VEHICLE,6,43#65#99
Generation_4_Config_3_Scenario_6,module,planning failure,6,43#65#99
Generation_4_Config_3_Scenario_7,module,planning failure,7,43#65#99
Generation_4_Config_3_Scenario_8,module,planning failure,8,43#65#99
Generation_4_Config_3_Scenario_9,module,planning failure,9,43#65#99
Generation_4_Config_4_Scenario_0,module,planning failure,0,43#99#140#208#247
Generation_4_Config_4_Scenario_1,module,planning failure,1,43#99#140#208#247
Generation_4_Config_4_Scenario_2,module,planning failure,2,43#99#140#208#247
Generation_4_Config_4_Scenario_3,module,planning failure,3,43#99#140#208#247
Generation_4_Config_4_Scenario_4,module,planning failure,4,43#99#140#208#247
Generation_4_Config_4_Scenario_5,module,planning failure,5,43#99#140#208#247
Generation_4_Config_4_Scenario_6,collision,292440 : VEHICLE,6,43#99#140#208#247
Generation_4_Config_4_Scenario_6,collision,678202 : VEHICLE,6,43#99#140#208#247
Generation_4_Config_4_Scenario_6,module,planning failure,6,43#99#140#208#247
Generation_4_Config_4_Scenario_7,module,planning failure,7,43#99#140#208#247
Generation_4_Config_4_Scenario_8,module,planning failure,8,43#99#140#208#247
Generation_4_Config_4_Scenario_9,module,planning failure,9,43#99#140#208#247
Generation_4_Config_5_Scenario_0,module,planning failure,0,43#65#99#140#208#247
Generation_4_Config_5_Scenario_1,module,planning failure,1,43#65#99#140#208#247
Generation_4_Config_5_Scenario_2,module,planning failure,2,43#65#99#140#208#247
Generation_4_Config_5_Scenario_3,module,planning failure,3,43#65#99#140#208#247
Generation_4_Config_5_Scenario_4,module,planning failure,4,43#65#99#140#208#247
Generation_4_Config_5_Scenario_5,module,planning failure,5,43#65#99#140#208#247
Generation_4_Config_5_Scenario_6,collision,292440 : VEHICLE,6,43#65#99#140#208#247
Generation_4_Config_5_Scenario_6,collision,678202 : VEHICLE,6,43#65#99#140#208#247
Generation_4_Config_5_Scenario_6,module,planning failure,6,43#65#99#140#208#247
Generation_4_Config_5_Scenario_7,module,planning failure,7,43#65#99#140#208#247
Generation_4_Config_5_Scenario_8,module,planning failure,8,43#65#99#140#208#247
Generation_4_Config_5_Scenario_9,module,planning failure,9,43#65#99#140#208#247
Generation_4_Config_6_Scenario_0,module,planning failure,0,43#99#140#192#208
Generation_4_Config_6_Scenario_1,module,planning failure,1,43#99#140#192#208
Generation_4_Config_6_Scenario_2,module,planning failure,2,43#99#140#192#208
Generation_4_Config_6_Scenario_3,module,planning failure,3,43#99#140#192#208
Generation_4_Config_6_Scenario_4,module,planning failure,4,43#99#140#192#208
Generation_4_Config_6_Scenario_5,module,planning failure,5,43#99#140#192#208
Generation_4_Config_6_Scenario_6,collision,292440 : VEHICLE,6,43#99#140#192#208
Generation_4_Config_6_Scenario_6,collision,678202 : VEHICLE,6,43#99#140#192#208
Generation_4_Config_6_Scenario_6,module,planning failure,6,43#99#140#192#208
Generation_4_Config_6_Scenario_7,module,planning failure,7,43#99#140#192#208
Generation_4_Config_6_Scenario_8,module,planning failure,8,43#99#140#192#208
Generation_4_Config_6_Scenario_9,module,planning failure,9,43#99#140#192#208
Generation_4_Config_7_Scenario_0,module,planning failure,0,43#99#140#208
Generation_4_Config_7_Scenario_1,module,planning failure,1,43#99#140#208
Generation_4_Config_7_Scenario_2,module,planning failure,2,43#99#140#208
Generation_4_Config_7_Scenario_3,module,planning failure,3,43#99#140#208
Generation_4_Config_7_Scenario_4,module,planning failure,4,43#99#140#208
Generation_4_Config_7_Scenario_5,module,planning failure,5,43#99#140#208
Generation_4_Config_7_Scenario_6,collision,292440 : VEHICLE,6,43#99#140#208
Generation_4_Config_7_Scenario_6,collision,678202 : VEHICLE,6,43#99#140#208
Generation_4_Config_7_Scenario_6,module,planning failure,6,43#99#140#208
Generation_4_Config_7_Scenario_7,module,planning failure,7,43#99#140#208
Generation_4_Config_7_Scenario_8,module,planning failure,8,43#99#140#208
Generation_4_Config_7_Scenario_9,module,planning failure,9,43#99#140#208
Generation_4_Config_9_Scenario_0,module,planning failure,0,43#99#140#208
Generation_4_Config_9_Scenario_1,module,planning failure,1,43#99#140#208
Generation_4_Config_9_Scenario_2,module,planning failure,2,43#99#140#208
Generation_4_Config_9_Scenario_3,module,planning failure,3,43#99#140#208
Generation_4_Config_9_Scenario_4,module,planning failure,4,43#99#140#208
Generation_4_Config_9_Scenario_5,module,planning failure,5,43#99#140#208
Generation_4_Config_9_Scenario_6,collision,292440 : VEHICLE,6,43#99#140#208
Generation_4_Config_9_Scenario_6,collision,678202 : VEHICLE,6,43#99#140#208
Generation_4_Config_9_Scenario_6,module,planning failure,6,43#99#140#208
Generation_4_Config_9_Scenario_7,module,planning failure,7,43#99#140#208
Generation_4_Config_9_Scenario_8,module,planning failure,8,43#99#140#208
Generation_4_Config_9_Scenario_9,module,planning failure,9,43#99#140#208
Generation_4_Config_10_Scenario_0,module,planning failure,0,43#99#128
Generation_4_Config_10_Scenario_1,module,planning failure,1,43#99#128
Generation_4_Config_10_Scenario_2,module,planning failure,2,43#99#128
Generation_4_Config_10_Scenario_3,module,planning failure,3,43#99#128
Generation_4_Config_10_Scenario_4,module,planning failure,4,43#99#128
Generation_4_Config_10_Scenario_5,module,planning failure,5,43#99#128
Generation_4_Config_10_Scenario_6,collision,292440 : VEHICLE,6,43#99#128
Generation_4_Config_10_Scenario_6,collision,678202 : VEHICLE,6,43#99#128
Generation_4_Config_10_Scenario_6,module,planning failure,6,43#99#128
Generation_4_Config_10_Scenario_7,module,planning failure,7,43#99#128
Generation_4_Config_10_Scenario_8,module,planning failure,8,43#99#128
Generation_4_Config_10_Scenario_9,module,planning failure,9,43#99#128
Generation_4_Config_11_Scenario_0,module,planning failure,0,43#77#99
Generation_4_Config_11_Scenario_1,module,planning failure,1,43#77#99
Generation_4_Config_11_Scenario_2,module,planning failure,2,43#77#99
Generation_4_Config_11_Scenario_3,module,planning failure,3,43#77#99
Generation_4_Config_11_Scenario_4,module,planning failure,4,43#77#99
Generation_4_Config_11_Scenario_5,module,planning failure,5,43#77#99
Generation_4_Config_11_Scenario_6,collision,292440 : VEHICLE,6,43#77#99
Generation_4_Config_11_Scenario_6,collision,678202 : VEHICLE,6,43#77#99
Generation_4_Config_11_Scenario_6,module,planning failure,6,43#77#99
Generation_4_Config_11_Scenario_7,module,planning failure,7,43#77#99
Generation_4_Config_11_Scenario_8,module,planning failure,8,43#77#99
Generation_4_Config_11_Scenario_9,module,planning failure,9,43#77#99
Generation_4_Config_12_Scenario_0,module,planning failure,0,43#99#140#208
Generation_4_Config_12_Scenario_1,module,planning failure,1,43#99#140#208
Generation_4_Config_12_Scenario_2,module,planning failure,2,43#99#140#208
Generation_4_Config_12_Scenario_3,module,planning failure,3,43#99#140#208
Generation_4_Config_12_Scenario_4,module,planning failure,4,43#99#140#208
Generation_4_Config_12_Scenario_5,module,planning failure,5,43#99#140#208
Generation_4_Config_12_Scenario_6,collision,292440 : VEHICLE,6,43#99#140#208
Generation_4_Config_12_Scenario_6,collision,678202 : VEHICLE,6,43#99#140#208
Generation_4_Config_12_Scenario_6,module,planning failure,6,43#99#140#208
Generation_4_Config_12_Scenario_7,module,planning failure,7,43#99#140#208
Generation_4_Config_12_Scenario_8,module,planning failure,8,43#99#140#208
Generation_4_Config_12_Scenario_9,module,planning failure,9,43#99#140#208
Generation_4_Config_14_Scenario_0,module,planning failure,0,43#93#99
Generation_4_Config_14_Scenario_1,module,planning failure,1,43#93#99
Generation_4_Config_14_Scenario_2,module,planning failure,2,43#93#99
Generation_4_Config_14_Scenario_3,module,planning failure,3,43#93#99
Generation_4_Config_14_Scenario_4,module,planning failure,4,43#93#99
Generation_4_Config_14_Scenario_5,module,planning failure,5,43#93#99
Generation_4_Config_14_Scenario_6,collision,292440 : VEHICLE,6,43#93#99
Generation_4_Config_14_Scenario_6,collision,678202 : VEHICLE,6,43#93#99
Generation_4_Config_14_Scenario_6,module,planning failure,6,43#93#99
Generation_4_Config_14_Scenario_7,module,planning failure,7,43#93#99
Generation_4_Config_14_Scenario_8,module,planning failure,8,43#93#99
Generation_4_Config_14_Scenario_9,module,planning failure,9,43#93#99
Generation_4_Config_15_Scenario_0,module,planning failure,0,43#93#99#208
Generation_4_Config_15_Scenario_1,module,planning failure,1,43#93#99#208
Generation_4_Config_15_Scenario_2,module,planning failure,2,43#93#99#208
Generation_4_Config_15_Scenario_3,module,planning failure,3,43#93#99#208
Generation_4_Config_15_Scenario_4,module,planning failure,4,43#93#99#208
Generation_4_Config_15_Scenario_5,module,planning failure,5,43#93#99#208
Generation_4_Config_15_Scenario_6,collision,292440 : VEHICLE,6,43#93#99#208
Generation_4_Config_15_Scenario_6,collision,678202 : VEHICLE,6,43#93#99#208
Generation_4_Config_15_Scenario_6,module,planning failure,6,43#93#99#208
Generation_4_Config_15_Scenario_7,module,planning failure,7,43#93#99#208
Generation_4_Config_15_Scenario_8,module,planning failure,8,43#93#99#208
Generation_4_Config_15_Scenario_9,module,planning failure,9,43#93#99#208
Generation_4_Config_16_Scenario_0,module,planning failure,0,43#99#140#192#208
Generation_4_Config_16_Scenario_1,module,planning failure,1,43#99#140#192#208
Generation_4_Config_16_Scenario_2,module,planning failure,2,43#99#140#192#208
Generation_4_Config_16_Scenario_3,module,planning failure,3,43#99#140#192#208
Generation_4_Config_16_Scenario_4,module,planning failure,4,43#99#140#192#208
Generation_4_Config_16_Scenario_5,module,planning failure,5,43#99#140#192#208
Generation_4_Config_16_Scenario_6,collision,292440 : VEHICLE,6,43#99#140#192#208
Generation_4_Config_16_Scenario_6,collision,678202 : VEHICLE,6,43#99#140#192#208
Generation_4_Config_16_Scenario_6,module,planning failure,6,43#99#140#192#208
Generation_4_Config_16_Scenario_7,module,planning failure,7,43#99#140#192#208
Generation_4_Config_16_Scenario_8,module,planning failure,8,43#99#140#192#208
Generation_4_Config_16_Scenario_9,module,planning failure,9,43#99#140#192#208
Generation_4_Config_17_Scenario_0,module,planning failure,0,43#93#99#193#208
Generation_4_Config_17_Scenario_1,module,planning failure,1,43#93#99#193#208
Generation_4_Config_17_Scenario_2,module,planning failure,2,43#93#99#193#208
Generation_4_Config_17_Scenario_3,module,planning failure,3,43#93#99#193#208
Generation_4_Config_17_Scenario_4,module,planning failure,4,43#93#99#193#208
Generation_4_Config_17_Scenario_5,module,planning failure,5,43#93#99#193#208
Generation_4_Config_17_Scenario_6,collision,292440 : VEHICLE,6,43#93#99#193#208
Generation_4_Config_17_Scenario_6,collision,678202 : VEHICLE,6,43#93#99#193#208
Generation_4_Config_17_Scenario_6,module,planning failure,6,43#93#99#193#208
Generation_4_Config_17_Scenario_7,module,planning failure,7,43#93#99#193#208
Generation_4_Config_17_Scenario_8,module,planning failure,8,43#93#99#193#208
Generation_4_Config_17_Scenario_9,module,planning failure,9,43#93#99#193#208
Generation_4_Config_18_Scenario_0,module,planning failure,0,43#93#99#208
Generation_4_Config_18_Scenario_1,module,planning failure,1,43#93#99#208
Generation_4_Config_18_Scenario_2,module,planning failure,2,43#93#99#208
Generation_4_Config_18_Scenario_3,module,planning failure,3,43#93#99#208
Generation_4_Config_18_Scenario_4,module,planning failure,4,43#93#99#208
Generation_4_Config_18_Scenario_5,module,planning failure,5,43#93#99#208
Generation_4_Config_18_Scenario_6,collision,292440 : VEHICLE,6,43#93#99#208
Generation_4_Config_18_Scenario_6,collision,678202 : VEHICLE,6,43#93#99#208
Generation_4_Config_18_Scenario_6,module,planning failure,6,43#93#99#208
Generation_4_Config_18_Scenario_7,module,planning failure,7,43#93#99#208
Generation_4_Config_18_Scenario_8,module,planning failure,8,43#93#99#208
Generation_4_Config_18_Scenario_9,module,planning failure,9,43#93#99#208
Generation_4_Config_19_Scenario_0,module,planning failure,0,43#99#140
Generation_4_Config_19_Scenario_1,module,planning failure,1,43#99#140
Generation_4_Config_19_Scenario_2,module,planning failure,2,43#99#140
Generation_4_Config_19_Scenario_3,module,planning failure,3,43#99#140
Generation_4_Config_19_Scenario_4,module,planning failure,4,43#99#140
Generation_4_Config_19_Scenario_5,module,planning failure,5,43#99#140
Generation_4_Config_19_Scenario_6,collision,292440 : VEHICLE,6,43#99#140
Generation_4_Config_19_Scenario_6,collision,678202 : VEHICLE,6,43#99#140
Generation_4_Config_19_Scenario_6,module,planning failure,6,43#99#140
Generation_4_Config_19_Scenario_7,module,planning failure,7,43#99#140
Generation_4_Config_19_Scenario_8,module,planning failure,8,43#99#140
Generation_4_Config_19_Scenario_9,module,planning failure,9,43#99#140
Generation_4_Config_20_Scenario_0,module,planning failure,0,43#99#128#192#208
Generation_4_Config_20_Scenario_1,module,planning failure,1,43#99#128#192#208
Generation_4_Config_20_Scenario_2,module,planning failure,2,43#99#128#192#208
Generation_4_Config_20_Scenario_3,module,planning failure,3,43#99#128#192#208
Generation_4_Config_20_Scenario_4,module,planning failure,4,43#99#128#192#208
Generation_4_Config_20_Scenario_5,module,planning failure,5,43#99#128#192#208
Generation_4_Config_20_Scenario_6,collision,292440 : VEHICLE,6,43#99#128#192#208
Generation_4_Config_20_Scenario_6,collision,678202 : VEHICLE,6,43#99#128#192#208
Generation_4_Config_20_Scenario_6,module,planning failure,6,43#99#128#192#208
Generation_4_Config_20_Scenario_7,module,planning failure,7,43#99#128#192#208
Generation_4_Config_20_Scenario_8,module,planning failure,8,43#99#128#192#208
Generation_4_Config_20_Scenario_9,module,planning failure,9,43#99#128#192#208
Generation_4_Config_21_Scenario_0,module,planning failure,0,43#65#99#140#152#208#247
Generation_4_Config_21_Scenario_1,module,planning failure,1,43#65#99#140#152#208#247
Generation_4_Config_21_Scenario_2,module,planning failure,2,43#65#99#140#152#208#247
Generation_4_Config_21_Scenario_3,module,planning failure,3,43#65#99#140#152#208#247
Generation_4_Config_21_Scenario_4,module,planning failure,4,43#65#99#140#152#208#247
Generation_4_Config_21_Scenario_5,module,planning failure,5,43#65#99#140#152#208#247
Generation_4_Config_21_Scenario_6,collision,292440 : VEHICLE,6,43#65#99#140#152#208#247
Generation_4_Config_21_Scenario_6,collision,678202 : VEHICLE,6,43#65#99#140#152#208#247
Generation_4_Config_21_Scenario_6,module,planning failure,6,43#65#99#140#152#208#247
Generation_4_Config_21_Scenario_7,module,planning failure,7,43#65#99#140#152#208#247
Generation_4_Config_21_Scenario_8,module,planning failure,8,43#65#99#140#152#208#247
Generation_4_Config_21_Scenario_9,module,planning failure,9,43#65#99#140#152#208#247
Generation_4_Config_22_Scenario_0,module,planning failure,0,43#99#187
Generation_4_Config_22_Scenario_1,module,planning failure,1,43#99#187
Generation_4_Config_22_Scenario_2,module,planning failure,2,43#99#187
Generation_4_Config_22_Scenario_3,module,planning failure,3,43#99#187
Generation_4_Config_22_Scenario_4,module,planning failure,4,43#99#187
Generation_4_Config_22_Scenario_5,module,planning failure,5,43#99#187
Generation_4_Config_22_Scenario_6,collision,292440 : VEHICLE,6,43#99#187
Generation_4_Config_22_Scenario_6,collision,678202 : VEHICLE,6,43#99#187
Generation_4_Config_22_Scenario_6,module,planning failure,6,43#99#187
Generation_4_Config_22_Scenario_7,module,planning failure,7,43#99#187
Generation_4_Config_22_Scenario_8,module,planning failure,8,43#99#187
Generation_4_Config_22_Scenario_9,module,planning failure,9,43#99#187
Generation_4_Config_23_Scenario_0,module,planning failure,0,43#77#99#244
Generation_4_Config_23_Scenario_1,module,planning failure,1,43#77#99#244
Generation_4_Config_23_Scenario_2,module,planning failure,2,43#77#99#244
Generation_4_Config_23_Scenario_3,module,planning failure,3,43#77#99#244
Generation_4_Config_23_Scenario_4,module,planning failure,4,43#77#99#244
Generation_4_Config_23_Scenario_5,module,planning failure,5,43#77#99#244
Generation_4_Config_23_Scenario_6,collision,292440 : VEHICLE,6,43#77#99#244
Generation_4_Config_23_Scenario_6,collision,678202 : VEHICLE,6,43#77#99#244
Generation_4_Config_23_Scenario_6,module,planning failure,6,43#77#99#244
Generation_4_Config_23_Scenario_7,module,planning failure,7,43#77#99#244
Generation_4_Config_23_Scenario_8,module,planning failure,8,43#77#99#244
Generation_4_Config_23_Scenario_9,module,planning failure,9,43#77#99#244
