record_name, violation_type, violation_info, scenario_id, related_options
Generation_0_Config_14_Scenario_1,collision,113265 : VEHICLE,1,43
Generation_0_Config_32_Scenario_1,collision,113265 : VEHICLE,1,159#174
Generation_0_Config_39_Scenario_1,collision,113265 : VEHICLE,1,204#242
Generation_0_Config_44_Scenario_0,module,planning failure,0,43#99
Generation_0_Config_44_Scenario_1,module,planning failure,1,43#99
Generation_0_Config_44_Scenario_2,module,planning failure,2,43#99
Generation_0_Config_44_Scenario_3,module,planning failure,3,43#99
Generation_0_Config_44_Scenario_4,module,planning failure,4,43#99
Generation_0_Config_44_Scenario_5,module,planning failure,5,43#99
Generation_0_Config_44_Scenario_6,collision,292440 : VEHICLE,6,43#99
Generation_0_Config_44_Scenario_6,collision,678202 : VEHICLE,6,43#99
Generation_0_Config_44_Scenario_6,module,planning failure,6,43#99
Generation_0_Config_44_Scenario_7,module,planning failure,7,43#99
Generation_0_Config_44_Scenario_8,module,planning failure,8,43#99
Generation_0_Config_44_Scenario_9,module,planning failure,9,43#99
Generation_0_Config_53_Scenario_8,comfort,Deceleration exceeded max,8,211
Generation_0_Config_55_Scenario_1,collision,113265 : VEHICLE,1,15#43#218
Generation_1_Config_1_Scenario_1,collision,113265 : VEHICLE,1,174#212#233
Generation_1_Config_4_Scenario_0,module,planning failure,0,43#99
Generation_1_Config_4_Scenario_1,module,planning failure,1,43#99
Generation_1_Config_4_Scenario_2,module,planning failure,2,43#99
Generation_1_Config_4_Scenario_3,module,planning failure,3,43#99
Generation_1_Config_4_Scenario_4,module,planning failure,4,43#99
Generation_1_Config_4_Scenario_5,module,planning failure,5,43#99
Generation_1_Config_4_Scenario_6,collision,292440 : VEHICLE,6,43#99
Generation_1_Config_4_Scenario_6,collision,678202 : VEHICLE,6,43#99
Generation_1_Config_4_Scenario_6,module,planning failure,6,43#99
Generation_1_Config_4_Scenario_7,module,planning failure,7,43#99
Generation_1_Config_4_Scenario_8,module,planning failure,8,43#99
Generation_1_Config_4_Scenario_9,module,planning failure,9,43#99
Generation_1_Config_6_Scenario_0,module,planning failure,0,99
Generation_1_Config_6_Scenario_1,module,planning failure,1,99
Generation_1_Config_6_Scenario_2,module,planning failure,2,99
Generation_1_Config_6_Scenario_3,module,planning failure,3,99
Generation_1_Config_6_Scenario_4,module,planning failure,4,99
Generation_1_Config_6_Scenario_5,module,planning failure,5,99
Generation_1_Config_6_Scenario_6,collision,292440 : VEHICLE,6,99
Generation_1_Config_6_Scenario_6,collision,678202 : VEHICLE,6,99
Generation_1_Config_6_Scenario_6,module,planning failure,6,99
Generation_1_Config_6_Scenario_7,module,planning failure,7,99
Generation_1_Config_6_Scenario_8,module,planning failure,8,99
Generation_1_Config_6_Scenario_9,module,planning failure,9,99
Generation_1_Config_9_Scenario_0,module,planning failure,0,43#99
Generation_1_Config_9_Scenario_1,module,planning failure,1,43#99
Generation_1_Config_9_Scenario_2,module,planning failure,2,43#99
Generation_1_Config_9_Scenario_3,module,planning failure,3,43#99
Generation_1_Config_9_Scenario_4,module,planning failure,4,43#99
Generation_1_Config_9_Scenario_5,module,planning failure,5,43#99
Generation_1_Config_9_Scenario_6,collision,292440 : VEHICLE,6,43#99
Generation_1_Config_9_Scenario_6,collision,678202 : VEHICLE,6,43#99
Generation_1_Config_9_Scenario_6,module,planning failure,6,43#99
Generation_1_Config_9_Scenario_7,module,planning failure,7,43#99
Generation_1_Config_9_Scenario_8,module,planning failure,8,43#99
Generation_1_Config_9_Scenario_9,module,planning failure,9,43#99
Generation_1_Config_12_Scenario_1,collision,113265 : VEHICLE,1,204#242
Generation_1_Config_15_Scenario_0,module,planning failure,0,43#99
Generation_1_Config_15_Scenario_1,module,planning failure,1,43#99
Generation_1_Config_15_Scenario_2,module,planning failure,2,43#99
Generation_1_Config_15_Scenario_3,module,planning failure,3,43#99
Generation_1_Config_15_Scenario_4,module,planning failure,4,43#99
Generation_1_Config_15_Scenario_5,module,planning failure,5,43#99
Generation_1_Config_15_Scenario_6,collision,292440 : VEHICLE,6,43#99
Generation_1_Config_15_Scenario_6,collision,678202 : VEHICLE,6,43#99
Generation_1_Config_15_Scenario_6,module,planning failure,6,43#99
Generation_1_Config_15_Scenario_7,module,planning failure,7,43#99
Generation_1_Config_15_Scenario_8,module,planning failure,8,43#99
Generation_1_Config_15_Scenario_9,module,planning failure,9,43#99
Generation_1_Config_16_Scenario_0,module,planning failure,0,43#99
Generation_1_Config_16_Scenario_1,module,planning failure,1,43#99
Generation_1_Config_16_Scenario_2,module,planning failure,2,43#99
Generation_1_Config_16_Scenario_3,module,planning failure,3,43#99
Generation_1_Config_16_Scenario_4,module,planning failure,4,43#99
Generation_1_Config_16_Scenario_5,module,planning failure,5,43#99
Generation_1_Config_16_Scenario_6,collision,292440 : VEHICLE,6,43#99
Generation_1_Config_16_Scenario_6,collision,678202 : VEHICLE,6,43#99
Generation_1_Config_16_Scenario_6,module,planning failure,6,43#99
Generation_1_Config_16_Scenario_7,module,planning failure,7,43#99
Generation_1_Config_16_Scenario_8,module,planning failure,8,43#99
Generation_1_Config_16_Scenario_9,module,planning failure,9,43#99
Generation_1_Config_24_Scenario_0,module,planning failure,0,43#99#247
Generation_1_Config_24_Scenario_1,module,planning failure,1,43#99#247
Generation_1_Config_24_Scenario_2,module,planning failure,2,43#99#247
Generation_1_Config_24_Scenario_3,module,planning failure,3,43#99#247
Generation_1_Config_24_Scenario_4,module,planning failure,4,43#99#247
Generation_1_Config_24_Scenario_5,module,planning failure,5,43#99#247
Generation_1_Config_24_Scenario_6,collision,292440 : VEHICLE,6,43#99#247
Generation_1_Config_24_Scenario_6,collision,678202 : VEHICLE,6,43#99#247
Generation_1_Config_24_Scenario_6,module,planning failure,6,43#99#247
Generation_1_Config_24_Scenario_7,module,planning failure,7,43#99#247
Generation_1_Config_24_Scenario_8,module,planning failure,8,43#99#247
Generation_1_Config_24_Scenario_9,module,planning failure,9,43#99#247
Generation_1_Config_34_Scenario_0,module,planning failure,0,43#99#208
Generation_1_Config_34_Scenario_1,module,planning failure,1,43#99#208
Generation_1_Config_34_Scenario_2,module,planning failure,2,43#99#208
Generation_1_Config_34_Scenario_3,module,planning failure,3,43#99#208
Generation_1_Config_34_Scenario_4,module,planning failure,4,43#99#208
Generation_1_Config_34_Scenario_5,module,planning failure,5,43#99#208
Generation_1_Config_34_Scenario_6,collision,292440 : VEHICLE,6,43#99#208
Generation_1_Config_34_Scenario_6,collision,678202 : VEHICLE,6,43#99#208
Generation_1_Config_34_Scenario_6,module,planning failure,6,43#99#208
Generation_1_Config_34_Scenario_7,module,planning failure,7,43#99#208
Generation_1_Config_34_Scenario_8,module,planning failure,8,43#99#208
Generation_1_Config_34_Scenario_9,module,planning failure,9,43#99#208
Generation_1_Config_35_Scenario_0,module,planning failure,0,107
Generation_1_Config_35_Scenario_1,module,planning failure,1,107
Generation_1_Config_35_Scenario_2,module,planning failure,2,107
Generation_1_Config_35_Scenario_3,module,planning failure,3,107
Generation_1_Config_35_Scenario_4,module,planning failure,4,107
Generation_1_Config_35_Scenario_5,module,planning failure,5,107
Generation_1_Config_35_Scenario_6,collision,292440 : VEHICLE,6,107
Generation_1_Config_35_Scenario_6,collision,678202 : VEHICLE,6,107
Generation_1_Config_35_Scenario_6,module,planning failure,6,107
Generation_1_Config_35_Scenario_8,module,planning failure,8,107
Generation_1_Config_35_Scenario_9,module,planning failure,9,107
Generation_1_Config_36_Scenario_0,module,planning failure,0,99#204
Generation_1_Config_36_Scenario_1,module,planning failure,1,99#204
Generation_1_Config_36_Scenario_2,module,planning failure,2,99#204
Generation_1_Config_36_Scenario_3,module,planning failure,3,99#204
Generation_1_Config_36_Scenario_4,module,planning failure,4,99#204
Generation_1_Config_36_Scenario_5,module,planning failure,5,99#204
Generation_1_Config_36_Scenario_6,collision,292440 : VEHICLE,6,99#204
Generation_1_Config_36_Scenario_6,collision,678202 : VEHICLE,6,99#204
Generation_1_Config_36_Scenario_6,module,planning failure,6,99#204
Generation_1_Config_36_Scenario_7,module,planning failure,7,99#204
Generation_1_Config_36_Scenario_8,module,planning failure,8,99#204
Generation_1_Config_36_Scenario_9,module,planning failure,9,99#204
Generation_1_Config_37_Scenario_1,collision,113265 : VEHICLE,1,42#43
Generation_1_Config_37_Scenario_2,collision,855363 : VEHICLE,2,42#43
Generation_1_Config_39_Scenario_0,module,planning failure,0,43#48#99
Generation_1_Config_39_Scenario_1,module,planning failure,1,43#48#99
Generation_1_Config_39_Scenario_2,module,planning failure,2,43#48#99
Generation_1_Config_39_Scenario_3,module,planning failure,3,43#48#99
Generation_1_Config_39_Scenario_4,module,planning failure,4,43#48#99
Generation_1_Config_39_Scenario_5,module,planning failure,5,43#48#99
Generation_1_Config_39_Scenario_6,collision,292440 : VEHICLE,6,43#48#99
Generation_1_Config_39_Scenario_6,collision,678202 : VEHICLE,6,43#48#99
Generation_1_Config_39_Scenario_6,module,planning failure,6,43#48#99
Generation_1_Config_39_Scenario_7,module,planning failure,7,43#48#99
Generation_1_Config_39_Scenario_8,module,planning failure,8,43#48#99
Generation_1_Config_39_Scenario_9,module,planning failure,9,43#48#99
Generation_1_Config_44_Scenario_0,module,planning failure,0,16#159#174
Generation_1_Config_44_Scenario_1,module,planning failure,1,16#159#174
Generation_1_Config_44_Scenario_2,module,planning failure,2,16#159#174
Generation_1_Config_44_Scenario_3,module,planning failure,3,16#159#174
Generation_1_Config_44_Scenario_4,module,planning failure,4,16#159#174
Generation_1_Config_44_Scenario_5,module,planning failure,5,16#159#174
Generation_1_Config_44_Scenario_6,collision,292440 : VEHICLE,6,16#159#174
Generation_1_Config_44_Scenario_6,collision,678202 : VEHICLE,6,16#159#174
Generation_1_Config_44_Scenario_6,module,planning failure,6,16#159#174
Generation_1_Config_44_Scenario_7,module,planning failure,7,16#159#174
Generation_1_Config_44_Scenario_8,module,planning failure,8,16#159#174
Generation_1_Config_44_Scenario_9,module,planning failure,9,16#159#174
Generation_1_Config_45_Scenario_0,module,routing failure,0,43#99#162
Generation_1_Config_45_Scenario_1,module,planning failure,1,43#99#162
Generation_1_Config_45_Scenario_2,module,planning failure,2,43#99#162
Generation_1_Config_45_Scenario_3,module,planning failure,3,43#99#162
Generation_1_Config_45_Scenario_4,module,planning failure,4,43#99#162
Generation_1_Config_45_Scenario_5,module,planning failure,5,43#99#162
Generation_1_Config_45_Scenario_6,collision,292440 : VEHICLE,6,43#99#162
Generation_1_Config_45_Scenario_6,collision,678202 : VEHICLE,6,43#99#162
Generation_1_Config_45_Scenario_6,module,planning failure,6,43#99#162
Generation_1_Config_45_Scenario_7,module,planning failure,7,43#99#162
Generation_1_Config_45_Scenario_8,module,planning failure,8,43#99#162
Generation_1_Config_45_Scenario_9,module,planning failure,9,43#99#162
Generation_1_Config_46_Scenario_0,module,planning failure,0,43#99#208
Generation_1_Config_46_Scenario_1,module,planning failure,1,43#99#208
Generation_1_Config_46_Scenario_2,module,planning failure,2,43#99#208
Generation_1_Config_46_Scenario_3,module,planning failure,3,43#99#208
Generation_1_Config_46_Scenario_4,module,planning failure,4,43#99#208
Generation_1_Config_46_Scenario_5,module,planning failure,5,43#99#208
Generation_1_Config_46_Scenario_6,collision,292440 : VEHICLE,6,43#99#208
Generation_1_Config_46_Scenario_6,collision,678202 : VEHICLE,6,43#99#208
Generation_1_Config_46_Scenario_6,module,planning failure,6,43#99#208
Generation_1_Config_46_Scenario_7,module,planning failure,7,43#99#208
Generation_1_Config_46_Scenario_8,module,planning failure,8,43#99#208
Generation_1_Config_46_Scenario_9,module,planning failure,9,43#99#208
Generation_1_Config_47_Scenario_1,collision,113265 : VEHICLE,1,43#270
Generation_1_Config_48_Scenario_1,collision,113265 : VEHICLE,1,160#211
Generation_2_Config_1_Scenario_1,collision,113265 : VEHICLE,1,
Generation_2_Config_2_Scenario_0,module,planning failure,0,43#99#208
Generation_2_Config_2_Scenario_1,module,planning failure,1,43#99#208
Generation_2_Config_2_Scenario_2,module,planning failure,2,43#99#208
Generation_2_Config_2_Scenario_3,module,planning failure,3,43#99#208
Generation_2_Config_2_Scenario_4,module,planning failure,4,43#99#208
Generation_2_Config_2_Scenario_5,module,planning failure,5,43#99#208
Generation_2_Config_2_Scenario_6,collision,292440 : VEHICLE,6,43#99#208
Generation_2_Config_2_Scenario_6,collision,678202 : VEHICLE,6,43#99#208
Generation_2_Config_2_Scenario_6,module,planning failure,6,43#99#208
Generation_2_Config_2_Scenario_7,module,planning failure,7,43#99#208
Generation_2_Config_2_Scenario_8,module,planning failure,8,43#99#208
Generation_2_Config_2_Scenario_9,module,planning failure,9,43#99#208
Generation_2_Config_3_Scenario_0,module,planning failure,0,99#204
Generation_2_Config_3_Scenario_1,module,planning failure,1,99#204
Generation_2_Config_3_Scenario_2,module,planning failure,2,99#204
Generation_2_Config_3_Scenario_3,module,planning failure,3,99#204
Generation_2_Config_3_Scenario_4,module,planning failure,4,99#204
Generation_2_Config_3_Scenario_5,module,planning failure,5,99#204
Generation_2_Config_3_Scenario_6,collision,292440 : VEHICLE,6,99#204
Generation_2_Config_3_Scenario_6,collision,678202 : VEHICLE,6,99#204
Generation_2_Config_3_Scenario_6,module,planning failure,6,99#204
Generation_2_Config_3_Scenario_7,module,planning failure,7,99#204
Generation_2_Config_3_Scenario_8,module,planning failure,8,99#204
Generation_2_Config_3_Scenario_9,module,planning failure,9,99#204
Generation_2_Config_4_Scenario_0,module,planning failure,0,43#99#208
Generation_2_Config_4_Scenario_1,module,planning failure,1,43#99#208
Generation_2_Config_4_Scenario_2,module,planning failure,2,43#99#208
Generation_2_Config_4_Scenario_3,module,planning failure,3,43#99#208
Generation_2_Config_4_Scenario_4,module,planning failure,4,43#99#208
Generation_2_Config_4_Scenario_5,module,planning failure,5,43#99#208
Generation_2_Config_4_Scenario_6,collision,292440 : VEHICLE,6,43#99#208
Generation_2_Config_4_Scenario_6,collision,678202 : VEHICLE,6,43#99#208
Generation_2_Config_4_Scenario_6,module,planning failure,6,43#99#208
Generation_2_Config_4_Scenario_7,module,planning failure,7,43#99#208
Generation_2_Config_4_Scenario_8,module,planning failure,8,43#99#208
Generation_2_Config_4_Scenario_9,module,planning failure,9,43#99#208
Generation_2_Config_5_Scenario_0,module,planning failure,0,43#99
Generation_2_Config_5_Scenario_1,module,planning failure,1,43#99
Generation_2_Config_5_Scenario_2,module,planning failure,2,43#99
Generation_2_Config_5_Scenario_3,module,planning failure,3,43#99
Generation_2_Config_5_Scenario_4,module,planning failure,4,43#99
Generation_2_Config_5_Scenario_5,module,planning failure,5,43#99
Generation_2_Config_5_Scenario_6,collision,292440 : VEHICLE,6,43#99
Generation_2_Config_5_Scenario_6,collision,678202 : VEHICLE,6,43#99
Generation_2_Config_5_Scenario_6,module,planning failure,6,43#99
Generation_2_Config_5_Scenario_7,module,planning failure,7,43#99
Generation_2_Config_5_Scenario_8,module,planning failure,8,43#99
Generation_2_Config_5_Scenario_9,module,planning failure,9,43#99
Generation_2_Config_7_Scenario_0,module,planning failure,0,43#48#99
Generation_2_Config_7_Scenario_1,module,planning failure,1,43#48#99
Generation_2_Config_7_Scenario_2,module,planning failure,2,43#48#99
Generation_2_Config_7_Scenario_3,module,planning failure,3,43#48#99
Generation_2_Config_7_Scenario_4,module,planning failure,4,43#48#99
Generation_2_Config_7_Scenario_5,module,planning failure,5,43#48#99
Generation_2_Config_7_Scenario_6,collision,292440 : VEHICLE,6,43#48#99
Generation_2_Config_7_Scenario_6,collision,678202 : VEHICLE,6,43#48#99
Generation_2_Config_7_Scenario_6,module,planning failure,6,43#48#99
Generation_2_Config_7_Scenario_7,module,planning failure,7,43#48#99
Generation_2_Config_7_Scenario_8,module,planning failure,8,43#48#99
Generation_2_Config_7_Scenario_9,module,planning failure,9,43#48#99
Generation_2_Config_8_Scenario_0,module,planning failure,0,43#99#208
Generation_2_Config_8_Scenario_1,module,planning failure,1,43#99#208
Generation_2_Config_8_Scenario_2,module,planning failure,2,43#99#208
Generation_2_Config_8_Scenario_3,module,planning failure,3,43#99#208
Generation_2_Config_8_Scenario_4,module,planning failure,4,43#99#208
Generation_2_Config_8_Scenario_5,module,planning failure,5,43#99#208
Generation_2_Config_8_Scenario_6,collision,292440 : VEHICLE,6,43#99#208
Generation_2_Config_8_Scenario_6,collision,678202 : VEHICLE,6,43#99#208
Generation_2_Config_8_Scenario_6,module,planning failure,6,43#99#208
Generation_2_Config_8_Scenario_7,module,planning failure,7,43#99#208
Generation_2_Config_8_Scenario_8,module,planning failure,8,43#99#208
Generation_2_Config_8_Scenario_9,module,planning failure,9,43#99#208
Generation_2_Config_9_Scenario_0,module,planning failure,0,43#99
Generation_2_Config_9_Scenario_1,module,planning failure,1,43#99
Generation_2_Config_9_Scenario_2,module,planning failure,2,43#99
Generation_2_Config_9_Scenario_3,module,planning failure,3,43#99
Generation_2_Config_9_Scenario_4,module,planning failure,4,43#99
Generation_2_Config_9_Scenario_5,module,planning failure,5,43#99
Generation_2_Config_9_Scenario_6,collision,292440 : VEHICLE,6,43#99
Generation_2_Config_9_Scenario_6,collision,678202 : VEHICLE,6,43#99
Generation_2_Config_9_Scenario_6,module,planning failure,6,43#99
Generation_2_Config_9_Scenario_7,module,planning failure,7,43#99
Generation_2_Config_9_Scenario_8,module,planning failure,8,43#99
Generation_2_Config_9_Scenario_9,module,planning failure,9,43#99
Generation_2_Config_11_Scenario_0,module,planning failure,0,43#99#208
Generation_2_Config_11_Scenario_1,module,planning failure,1,43#99#208
Generation_2_Config_11_Scenario_2,module,planning failure,2,43#99#208
Generation_2_Config_11_Scenario_3,module,planning failure,3,43#99#208
Generation_2_Config_11_Scenario_4,module,planning failure,4,43#99#208
Generation_2_Config_11_Scenario_5,module,planning failure,5,43#99#208
Generation_2_Config_11_Scenario_6,collision,292440 : VEHICLE,6,43#99#208
Generation_2_Config_11_Scenario_6,collision,678202 : VEHICLE,6,43#99#208
Generation_2_Config_11_Scenario_6,module,planning failure,6,43#99#208
Generation_2_Config_11_Scenario_7,module,planning failure,7,43#99#208
Generation_2_Config_11_Scenario_8,module,planning failure,8,43#99#208
Generation_2_Config_11_Scenario_9,module,planning failure,9,43#99#208
Generation_2_Config_12_Scenario_0,module,planning failure,0,43#99#247
Generation_2_Config_12_Scenario_1,module,planning failure,1,43#99#247
Generation_2_Config_12_Scenario_2,module,planning failure,2,43#99#247
Generation_2_Config_12_Scenario_3,module,planning failure,3,43#99#247
Generation_2_Config_12_Scenario_4,module,planning failure,4,43#99#247
Generation_2_Config_12_Scenario_5,module,planning failure,5,43#99#247
Generation_2_Config_12_Scenario_6,collision,292440 : VEHICLE,6,43#99#247
Generation_2_Config_12_Scenario_6,collision,678202 : VEHICLE,6,43#99#247
Generation_2_Config_12_Scenario_6,module,planning failure,6,43#99#247
Generation_2_Config_12_Scenario_7,module,planning failure,7,43#99#247
Generation_2_Config_12_Scenario_8,module,planning failure,8,43#99#247
Generation_2_Config_12_Scenario_9,module,planning failure,9,43#99#247
Generation_2_Config_13_Scenario_0,module,planning failure,0,43#99
Generation_2_Config_13_Scenario_1,module,planning failure,1,43#99
Generation_2_Config_13_Scenario_2,module,planning failure,2,43#99
Generation_2_Config_13_Scenario_3,module,planning failure,3,43#99
Generation_2_Config_13_Scenario_4,module,planning failure,4,43#99
Generation_2_Config_13_Scenario_5,module,planning failure,5,43#99
Generation_2_Config_13_Scenario_6,collision,292440 : VEHICLE,6,43#99
Generation_2_Config_13_Scenario_6,collision,678202 : VEHICLE,6,43#99
Generation_2_Config_13_Scenario_6,module,planning failure,6,43#99
Generation_2_Config_13_Scenario_7,module,planning failure,7,43#99
Generation_2_Config_13_Scenario_8,module,planning failure,8,43#99
Generation_2_Config_13_Scenario_9,module,planning failure,9,43#99
Generation_2_Config_15_Scenario_0,module,planning failure,0,43#99
Generation_2_Config_15_Scenario_1,module,planning failure,1,43#99
Generation_2_Config_15_Scenario_2,module,planning failure,2,43#99
Generation_2_Config_15_Scenario_3,module,planning failure,3,43#99
Generation_2_Config_15_Scenario_4,module,planning failure,4,43#99
Generation_2_Config_15_Scenario_5,module,planning failure,5,43#99
Generation_2_Config_15_Scenario_6,collision,292440 : VEHICLE,6,43#99
Generation_2_Config_15_Scenario_6,collision,678202 : VEHICLE,6,43#99
Generation_2_Config_15_Scenario_6,module,planning failure,6,43#99
Generation_2_Config_15_Scenario_7,module,planning failure,7,43#99
Generation_2_Config_15_Scenario_8,module,planning failure,8,43#99
Generation_2_Config_15_Scenario_9,module,planning failure,9,43#99
Generation_2_Config_16_Scenario_0,module,planning failure,0,43#99
Generation_2_Config_16_Scenario_1,module,planning failure,1,43#99
Generation_2_Config_16_Scenario_2,module,planning failure,2,43#99
Generation_2_Config_16_Scenario_3,module,planning failure,3,43#99
Generation_2_Config_16_Scenario_4,module,planning failure,4,43#99
Generation_2_Config_16_Scenario_5,module,planning failure,5,43#99
Generation_2_Config_16_Scenario_6,collision,292440 : VEHICLE,6,43#99
Generation_2_Config_16_Scenario_6,collision,678202 : VEHICLE,6,43#99
Generation_2_Config_16_Scenario_6,module,planning failure,6,43#99
Generation_2_Config_16_Scenario_7,module,planning failure,7,43#99
Generation_2_Config_16_Scenario_8,module,planning failure,8,43#99
Generation_2_Config_16_Scenario_9,module,planning failure,9,43#99
Generation_2_Config_19_Scenario_0,module,planning failure,0,99
Generation_2_Config_19_Scenario_1,module,planning failure,1,99
Generation_2_Config_19_Scenario_2,module,planning failure,2,99
Generation_2_Config_19_Scenario_3,module,planning failure,3,99
Generation_2_Config_19_Scenario_4,module,planning failure,4,99
Generation_2_Config_19_Scenario_5,module,planning failure,5,99
Generation_2_Config_19_Scenario_6,collision,292440 : VEHICLE,6,99
Generation_2_Config_19_Scenario_6,collision,678202 : VEHICLE,6,99
Generation_2_Config_19_Scenario_6,module,planning failure,6,99
Generation_2_Config_19_Scenario_7,module,planning failure,7,99
Generation_2_Config_19_Scenario_8,module,planning failure,8,99
Generation_2_Config_19_Scenario_9,module,planning failure,9,99
Generation_2_Config_21_Scenario_0,module,planning failure,0,43#99
Generation_2_Config_21_Scenario_1,module,planning failure,1,43#99
Generation_2_Config_21_Scenario_2,module,planning failure,2,43#99
Generation_2_Config_21_Scenario_3,module,planning failure,3,43#99
Generation_2_Config_21_Scenario_4,module,planning failure,4,43#99
Generation_2_Config_21_Scenario_5,module,planning failure,5,43#99
Generation_2_Config_21_Scenario_6,collision,292440 : VEHICLE,6,43#99
Generation_2_Config_21_Scenario_6,collision,678202 : VEHICLE,6,43#99
Generation_2_Config_21_Scenario_6,module,planning failure,6,43#99
Generation_2_Config_21_Scenario_7,module,planning failure,7,43#99
Generation_2_Config_21_Scenario_8,module,planning failure,8,43#99
Generation_2_Config_21_Scenario_9,module,planning failure,9,43#99
Generation_2_Config_22_Scenario_0,module,planning failure,0,43#69#99#208
Generation_2_Config_22_Scenario_1,module,planning failure,1,43#69#99#208
Generation_2_Config_22_Scenario_2,module,planning failure,2,43#69#99#208
Generation_2_Config_22_Scenario_3,module,planning failure,3,43#69#99#208
Generation_2_Config_22_Scenario_4,module,planning failure,4,43#69#99#208
Generation_2_Config_22_Scenario_5,module,planning failure,5,43#69#99#208
Generation_2_Config_22_Scenario_6,collision,292440 : VEHICLE,6,43#69#99#208
Generation_2_Config_22_Scenario_6,collision,678202 : VEHICLE,6,43#69#99#208
Generation_2_Config_22_Scenario_6,module,planning failure,6,43#69#99#208
Generation_2_Config_22_Scenario_7,module,planning failure,7,43#69#99#208
Generation_2_Config_22_Scenario_8,module,planning failure,8,43#69#99#208
Generation_2_Config_22_Scenario_9,module,planning failure,9,43#69#99#208
Generation_2_Config_23_Scenario_0,module,planning failure,0,43#93#99#208
Generation_2_Config_23_Scenario_1,module,planning failure,1,43#93#99#208
Generation_2_Config_23_Scenario_2,module,planning failure,2,43#93#99#208
Generation_2_Config_23_Scenario_3,module,planning failure,3,43#93#99#208
Generation_2_Config_23_Scenario_4,module,planning failure,4,43#93#99#208
Generation_2_Config_23_Scenario_5,module,planning failure,5,43#93#99#208
Generation_2_Config_23_Scenario_6,collision,292440 : VEHICLE,6,43#93#99#208
Generation_2_Config_23_Scenario_6,collision,678202 : VEHICLE,6,43#93#99#208
Generation_2_Config_23_Scenario_6,module,planning failure,6,43#93#99#208
Generation_2_Config_23_Scenario_7,module,planning failure,7,43#93#99#208
Generation_2_Config_23_Scenario_8,module,planning failure,8,43#93#99#208
Generation_2_Config_23_Scenario_9,module,planning failure,9,43#93#99#208
Generation_2_Config_24_Scenario_2,module,planning failure,2,43#99#117#247
Generation_2_Config_24_Scenario_3,module,planning failure,3,43#99#117#247
Generation_2_Config_24_Scenario_4,module,planning failure,4,43#99#117#247
Generation_2_Config_24_Scenario_5,module,planning failure,5,43#99#117#247
Generation_2_Config_24_Scenario_6,collision,292440 : VEHICLE,6,43#99#117#247
Generation_2_Config_24_Scenario_6,collision,678202 : VEHICLE,6,43#99#117#247
Generation_2_Config_24_Scenario_6,module,planning failure,6,43#99#117#247
Generation_2_Config_24_Scenario_7,module,planning failure,7,43#99#117#247
Generation_2_Config_24_Scenario_8,module,planning failure,8,43#99#117#247
Generation_2_Config_24_Scenario_9,module,planning failure,9,43#99#117#247
Generation_2_Config_25_Scenario_0,module,planning failure,0,99#110#204
Generation_2_Config_25_Scenario_1,module,planning failure,1,99#110#204
Generation_2_Config_25_Scenario_2,module,planning failure,2,99#110#204
Generation_2_Config_25_Scenario_3,module,planning failure,3,99#110#204
Generation_2_Config_25_Scenario_4,module,planning failure,4,99#110#204
Generation_2_Config_25_Scenario_5,module,planning failure,5,99#110#204
Generation_2_Config_25_Scenario_6,collision,292440 : VEHICLE,6,99#110#204
Generation_2_Config_25_Scenario_6,collision,678202 : VEHICLE,6,99#110#204
Generation_2_Config_25_Scenario_6,module,planning failure,6,99#110#204
Generation_2_Config_25_Scenario_7,module,planning failure,7,99#110#204
Generation_2_Config_25_Scenario_8,module,planning failure,8,99#110#204
Generation_2_Config_25_Scenario_9,module,planning failure,9,99#110#204
Generation_2_Config_26_Scenario_0,module,planning failure,0,43#99#258
Generation_2_Config_26_Scenario_1,module,planning failure,1,43#99#258
Generation_2_Config_26_Scenario_2,module,planning failure,2,43#99#258
Generation_2_Config_26_Scenario_3,module,planning failure,3,43#99#258
Generation_2_Config_26_Scenario_4,module,planning failure,4,43#99#258
Generation_2_Config_26_Scenario_5,module,planning failure,5,43#99#258
Generation_2_Config_26_Scenario_6,collision,292440 : VEHICLE,6,43#99#258
Generation_2_Config_26_Scenario_6,collision,678202 : VEHICLE,6,43#99#258
Generation_2_Config_26_Scenario_6,module,planning failure,6,43#99#258
Generation_2_Config_26_Scenario_7,module,planning failure,7,43#99#258
Generation_2_Config_26_Scenario_8,module,planning failure,8,43#99#258
Generation_2_Config_26_Scenario_9,module,planning failure,9,43#99#258
Generation_2_Config_27_Scenario_0,module,planning failure,0,43#99#150
Generation_2_Config_27_Scenario_1,module,planning failure,1,43#99#150
Generation_2_Config_27_Scenario_2,module,planning failure,2,43#99#150
Generation_2_Config_27_Scenario_3,module,planning failure,3,43#99#150
Generation_2_Config_27_Scenario_4,module,planning failure,4,43#99#150
Generation_2_Config_27_Scenario_5,module,planning failure,5,43#99#150
Generation_2_Config_27_Scenario_6,collision,292440 : VEHICLE,6,43#99#150
Generation_2_Config_27_Scenario_6,collision,678202 : VEHICLE,6,43#99#150
Generation_2_Config_27_Scenario_6,module,planning failure,6,43#99#150
Generation_2_Config_27_Scenario_7,module,planning failure,7,43#99#150
Generation_2_Config_27_Scenario_8,module,planning failure,8,43#99#150
Generation_2_Config_27_Scenario_9,module,planning failure,9,43#99#150
Generation_2_Config_28_Scenario_0,module,planning failure,0,43#48#99#145
